"n","dist","evi","dt","id","date","state"
2,38.013,NA,415,"blanca",2019-06-23 19:06:22,5
2,13.601,NA,424,"blanca",2019-06-23 19:13:17,1
3,43.046,NA,463,"blanca",2019-06-23 19:20:21,2
2,19.235,NA,400,"blanca",2019-06-23 19:28:04,2
2,14.866,NA,410,"blanca",2019-06-23 19:34:44,2
2,16.763,NA,422,"blanca",2019-06-23 19:41:34,2
1,2.236,NA,433,"blanca",2019-06-23 19:48:36,2
1,22.091,NA,390,"blanca",2019-06-23 19:55:49,2
1,23.601,NA,423,"blanca",2019-06-23 20:02:19,2
5,81.786,NA,423,"blanca",2019-06-23 20:09:22,5
3,45.398,NA,419,"blanca",2019-06-23 20:16:25,3
2,33.136,NA,459,"blanca",2019-06-23 20:23:24,2
5,76.844,NA,166033,"blanca",2019-06-23 20:31:03,2
3,47.17,NA,460,"blanca",2019-06-25 18:38:16,3
4,77.078,NA,385,"blanca",2019-06-25 18:45:56,5
1,6.708,NA,425,"blanca",2019-06-25 18:52:21,3
2,19.925,NA,431,"blanca",2019-06-25 18:59:26,2
2,7.211,NA,406,"blanca",2019-06-25 19:06:37,2
3,34.655,NA,449,"blanca",2019-06-25 19:13:23,5
2,22.804,NA,390,"blanca",2019-06-25 19:20:52,1
7,113.741,NA,410,"blanca",2019-06-25 19:27:22,5
8,137.906,NA,432,"blanca",2019-06-25 19:34:12,3
2,22.204,NA,417,"blanca",2019-06-25 19:41:24,5
4,51.923,NA,412,"blanca",2019-06-25 19:48:21,5
2,41.785,NA,421,"blanca",2019-06-25 19:55:13,2
1,24.042,NA,422,"blanca",2019-06-25 20:02:14,2
3,55.145,NA,424,"blanca",2019-06-25 20:09:16,5
4,66.219,NA,421,"blanca",2019-06-25 20:16:20,2
3,63.702,NA,81361,"blanca",2019-06-25 20:23:21,2
5,84.404,NA,417,"blanca",2019-06-26 18:59:22,1
2,13.601,NA,438,"blanca",2019-06-26 19:06:19,3
1,5.657,NA,1283,"blanca",2019-06-26 19:13:37,2
2,8.062,NA,384,"blanca",2019-06-26 19:35:00,5
3,43.417,NA,460,"blanca",2019-06-26 19:41:24,5
2,41,NA,417,"blanca",2019-06-26 19:49:04,1
3,19.416,NA,395,"blanca",2019-06-26 19:56:01,2
1,28.16,NA,410,"blanca",2019-06-26 20:02:36,2
1,16.553,NA,415,"blanca",2019-06-26 20:09:26,2
1,11.18,NA,463,"blanca",2019-06-26 20:16:21,1
2,29.967,NA,364,"blanca",2019-06-26 20:24:04,2
5,67.941,NA,429,"blanca",2019-06-26 20:30:08,2
2,22.204,NA,418,"blanca",2019-06-26 20:37:17,2
3,26.249,NA,435,"blanca",2019-06-26 20:44:15,2
6,121.38,NA,452,"blanca",2019-06-26 20:51:30,5
5,76.007,NA,422,"blanca",2019-06-26 20:59:02,3
3,42.72,NA,1248,"blanca",2019-06-26 21:06:04,3
3,42.202,NA,387,"blanca",2019-06-26 21:26:52,5
5,108.079,NA,75480,"blanca",2019-06-26 21:33:19,2
2,24.698,NA,419,"blanca",2019-06-27 18:31:19,3
4,50.961,NA,429,"blanca",2019-06-27 18:38:18,2
2,23.537,NA,441,"blanca",2019-06-27 18:45:27,5
2,34.176,NA,1234,"blanca",2019-06-27 18:52:48,2
1,11.662,NA,414,"blanca",2019-06-27 19:13:22,5
2,13.342,NA,416,"blanca",2019-06-27 19:20:16,5
1,4.243,NA,437,"blanca",2019-06-27 19:27:12,2
2,18.358,NA,412,"blanca",2019-06-27 19:34:29,2
2,22.023,NA,412,"blanca",2019-06-27 19:41:21,2
1,9.434,NA,431,"blanca",2019-06-27 19:48:13,2
2,11.314,NA,414,"blanca",2019-06-27 19:55:24,2
2,17.464,NA,421,"blanca",2019-06-27 20:02:18,2
3,40.46,NA,421,"blanca",2019-06-27 20:09:19,1
3,29.698,NA,427,"blanca",2019-06-27 20:16:20,5
1,5.099,NA,417,"blanca",2019-06-27 20:23:27,1
2,24.515,NA,420,"blanca",2019-06-27 20:30:24,5
2,10.77,NA,424,"blanca",2019-06-27 20:37:24,5
2,45.486,NA,425,"blanca",2019-06-27 20:44:28,2
2,26.926,NA,402,"blanca",2019-06-27 20:51:33,2
2,19.416,NA,423,"blanca",2019-06-27 20:58:15,2
5,83.744,NA,420,"blanca",2019-06-27 21:05:18,5
8,124.531,NA,78017,"blanca",2019-06-27 21:12:18,3
2,26.833,NA,398,"blanca",2019-06-28 18:52:35,5
2,25.554,NA,437,"blanca",2019-06-28 18:59:13,2
1,1.414,NA,432,"blanca",2019-06-28 19:06:30,2
2,11.662,NA,420,"blanca",2019-06-28 19:13:42,2
4,56.223,NA,2099,"blanca",2019-06-28 19:20:42,2
3,34.785,NA,392,"blanca",2019-06-28 19:55:41,5
3,42.544,NA,425,"blanca",2019-06-28 20:02:13,5
1,10.296,NA,416,"blanca",2019-06-28 20:09:18,2
4,60.531,NA,1268,"blanca",2019-06-28 20:16:14,2
3,39.408,NA,422,"blanca",2019-06-28 20:37:22,5
11,272.606,NA,447,"blanca",2019-06-28 20:44:24,5
9,213.591,NA,386,"blanca",2019-06-28 20:51:51,5
12,267.72,NA,437,"blanca",2019-06-28 20:58:17,5
6,123.434,NA,76295,"blanca",2019-06-28 21:05:34,5
2,32.016,NA,427,"blanca",2019-06-29 18:17:09,3
3,61.741,NA,422,"blanca",2019-06-29 18:24:16,5
3,42.579,NA,419,"blanca",2019-06-29 18:31:18,1
4,42.72,NA,420,"blanca",2019-06-29 18:38:17,2
2,35.014,NA,419,"blanca",2019-06-29 18:45:17,1
2,13.416,NA,431,"blanca",2019-06-29 18:52:16,2
2,31.145,NA,411,"blanca",2019-06-29 18:59:27,5
2,8.062,NA,461,"blanca",2019-06-29 19:06:18,2
2,41.629,NA,378,"blanca",2019-06-29 19:13:59,2
3,17.493,NA,456,"blanca",2019-06-29 19:20:17,2
1,16.125,NA,388,"blanca",2019-06-29 19:27:53,2
2,15.811,NA,428,"blanca",2019-06-29 19:34:21,2
2,31.575,NA,411,"blanca",2019-06-29 19:41:29,2
3,23.259,NA,422,"blanca",2019-06-29 19:48:20,2
2,16.492,NA,444,"blanca",2019-06-29 19:55:22,5
2,23.324,NA,387,"blanca",2019-06-29 20:02:46,2
2,31.575,NA,430,"blanca",2019-06-29 20:09:13,2
6,103.325,NA,1263,"blanca",2019-06-29 20:16:23,2
3,42.45,NA,409,"blanca",2019-06-29 20:37:26,5
2,23.854,NA,436,"blanca",2019-06-29 20:44:15,2
2,19.698,NA,407,"blanca",2019-06-29 20:51:31,2
2,12.166,NA,419,"blanca",2019-06-29 20:58:18,2
11,220.227,NA,76732,"blanca",2019-06-29 21:05:17,2
1,20.125,NA,1274,"blanca",2019-06-30 18:24:09,5
4,69.771,NA,414,"blanca",2019-06-30 18:45:23,5
5,87.641,NA,430,"blanca",2019-06-30 18:52:17,3
1,20.518,NA,415,"blanca",2019-06-30 18:59:27,5
3,41.485,NA,428,"blanca",2019-06-30 19:06:22,2
1,25.554,NA,407,"blanca",2019-06-30 19:13:30,5
2,31.048,NA,434,"blanca",2019-06-30 19:20:17,2
2,8.062,NA,409,"blanca",2019-06-30 19:27:31,2
2,9.487,NA,431,"blanca",2019-06-30 19:34:20,2
2,15.652,NA,410,"blanca",2019-06-30 19:41:31,1
3,48.549,NA,415,"blanca",2019-06-30 19:48:21,1
3,53.038,NA,457,"blanca",2019-06-30 19:55:16,2
1,19.723,NA,378,"blanca",2019-06-30 20:02:53,2
2,28.302,NA,442,"blanca",2019-06-30 20:09:11,2
2,12.649,NA,397,"blanca",2019-06-30 20:16:33,5
3,45.398,NA,427,"blanca",2019-06-30 20:23:10,2
5,87.132,NA,1297,"blanca",2019-06-30 20:30:17,2
2,19.235,NA,391,"blanca",2019-06-30 20:51:54,5
4,65.391,NA,426,"blanca",2019-06-30 20:58:25,2
6,92.282,NA,453,"blanca",2019-06-30 21:05:31,2
7,123.6,NA,378,"blanca",2019-06-30 21:13:04,5
24,498.754,NA,413,"blanca",2019-06-30 21:19:22,3
30,613.827,NA,433,"blanca",2019-06-30 21:26:15,1
1,14.142,NA,441,"blanca",2019-06-30 21:33:28,1
4,86.371,NA,388,"blanca",2019-06-30 21:40:49,2
2,30.529,NA,466,"blanca",2019-06-30 21:47:17,3
7,122.348,NA,73759,"blanca",2019-06-30 21:55:03,2
3,26.683,0.326353828112284,410,"blanca",2019-07-01 18:24:22,5
1,7.81,0.313593864440918,428,"blanca",2019-07-01 18:31:12,2
1,9.849,0.313593864440918,419,"blanca",2019-07-01 18:38:20,2
2,47.074,0.306964635848999,418,"blanca",2019-07-01 18:45:19,2
4,70.491,0.290315598249435,416,"blanca",2019-07-01 18:52:17,2
2,7.81,0.298642262816429,433,"blanca",2019-07-01 18:59:13,3
5,87.693,0.331261283159256,425,"blanca",2019-07-01 19:06:26,2
4,61.847,0.31143681704998,1247,"blanca",2019-07-01 19:13:31,3
2,33.136,0.341895028948784,425,"blanca",2019-07-01 19:34:18,3
2,15,0.341895028948784,413,"blanca",2019-07-01 19:41:23,2
2,32.249,0.325941562652588,445,"blanca",2019-07-01 19:48:16,5
5,73,0.362526631355286,1656,"blanca",2019-07-01 19:55:41,5
3,43.278,0.362192928791046,422,"blanca",2019-07-01 20:23:17,5
2,39.205,0.341638416051865,428,"blanca",2019-07-01 20:30:19,5
2,17.464,0.341638416051865,423,"blanca",2019-07-01 20:37:27,2
4,51.923,0.346304759383202,407,"blanca",2019-07-01 20:44:30,1
4,48.26,0.396028652787209,466,"blanca",2019-07-01 20:51:17,5
3,38.419,0.433751414219538,421,"blanca",2019-07-01 20:59:03,2
1,22.023,0.428149729967117,405,"blanca",2019-07-01 21:06:04,2
4,82.298,0.391998291015625,411,"blanca",2019-07-01 21:12:49,5
3,50.21,0.357644955317179,1282,"blanca",2019-07-01 21:19:40,1
3,44.294,0.360646963119507,383,"blanca",2019-07-01 21:41:02,5
3,41.437,0.350154022375743,1271,"blanca",2019-07-01 21:47:25,2
10,220.518,0.381341564655304,2967,"blanca",2019-07-01 22:08:36,5
7,117.414,0.388085441929953,70397,"blanca",2019-07-01 22:58:03,3
4,81.099,0.390447273850441,418,"blanca",2019-07-02 18:31:20,5
1,10.296,0.413198411464691,432,"blanca",2019-07-02 18:38:18,3
2,31.623,0.414735108613968,429,"blanca",2019-07-02 18:45:30,1
3,42.438,0.428861965735753,402,"blanca",2019-07-02 18:52:39,5
3,41.881,0.425951659679413,417,"blanca",2019-07-02 18:59:21,5
2,30.676,0.413431823253632,435,"blanca",2019-07-02 19:06:18,2
2,15.232,0.415404081344604,407,"blanca",2019-07-02 19:13:33,2
1,12.207,0.419635474681854,423,"blanca",2019-07-02 19:20:20,2
2,32.249,0.407362908124924,427,"blanca",2019-07-02 19:27:23,2
3,49.163,0.37275626262029,403,"blanca",2019-07-02 19:34:30,5
2,27.203,0.331503421068192,422,"blanca",2019-07-02 19:41:13,2
2,28.16,0.322724908590317,440,"blanca",2019-07-02 19:48:15,2
4,90.471,0.342157065868378,407,"blanca",2019-07-02 19:55:35,5
2,24.021,0.362624138593674,446,"blanca",2019-07-02 20:02:22,5
1,2.236,0.340184807777405,396,"blanca",2019-07-02 20:09:48,2
2,27.893,0.328198969364166,422,"blanca",2019-07-02 20:16:24,1
3,39.294,0.328094005584717,415,"blanca",2019-07-02 20:23:26,2
2,31.321,0.334034442901611,440,"blanca",2019-07-02 20:30:21,2
1,8,0.323772013187408,409,"blanca",2019-07-02 20:37:41,1
2,19,0.32758329808712,411,"blanca",2019-07-02 20:44:30,2
1,25.06,0.331394582986832,422,"blanca",2019-07-02 20:51:21,2
5,84.024,0.351161247491837,437,"blanca",2019-07-02 20:58:23,2
2,47.381,0.408542677760124,1244,"blanca",2019-07-02 21:05:40,3
3,20.248,0.384117484092712,450,"blanca",2019-07-02 21:26:24,5
3,44.011,0.375132193168004,384,"blanca",2019-07-02 21:33:54,2
1,13.928,0.385242223739624,419,"blanca",2019-07-02 21:40:18,2
6,122.102,0.401984756191572,1255,"blanca",2019-07-02 21:47:17,2
2,29.069,0.351641803979874,425,"blanca",2019-07-02 22:08:12,3
2,28.018,0.344492644071579,425,"blanca",2019-07-02 22:15:17,2
8,152.712,0.385428801178932,71691,"blanca",2019-07-02 22:22:22,2
2,30.463,0.412947088479996,419,"blanca",2019-07-03 18:17:13,3
1,6.708,0.413324773311615,467,"blanca",2019-07-03 18:24:12,2
1,17.464,0.413324773311615,384,"blanca",2019-07-03 18:31:59,2
5,62.626,0.413213044404984,450,"blanca",2019-07-03 18:38:23,2
2,23.022,0.410082384943962,384,"blanca",2019-07-03 18:45:53,2
1,21.954,0.412984430789948,448,"blanca",2019-07-03 18:52:17,2
1,4.243,0.412984430789948,392,"blanca",2019-07-03 18:59:45,2
3,24.698,0.430650502443314,432,"blanca",2019-07-03 19:06:17,2
1,8.544,0.44457021355629,408,"blanca",2019-07-03 19:13:29,5
1,5.657,0.44457021355629,429,"blanca",2019-07-03 19:20:17,2
1,11.18,0.44457021355629,435,"blanca",2019-07-03 19:27:26,2
2,19.313,0.431029573082924,391,"blanca",2019-07-03 19:34:41,5
1,5.099,0.417488932609558,421,"blanca",2019-07-03 19:41:12,2
4,41.976,0.420056022703648,432,"blanca",2019-07-03 19:48:13,2
5,55.866,0.417232626676559,418,"blanca",2019-07-03 19:55:25,5
3,19.105,0.420626600583394,415,"blanca",2019-07-03 20:02:23,1
3,33.136,0.417777558167775,415,"blanca",2019-07-03 20:09:18,5
27,557.345,0.383302579323451,437,"blanca",2019-07-03 20:16:13,2
27,561.263,0.37181810758732,454,"blanca",2019-07-03 20:23:30,5
4,75.24,0.424741119146347,379,"blanca",2019-07-03 20:31:04,1
2,31.305,0.418135240674019,422,"blanca",2019-07-03 20:37:23,5
11,211.473,0.402140070091594,458,"blanca",2019-07-03 20:44:25,2
12,235.238,0.409634617467721,420,"blanca",2019-07-03 20:52:03,5
5,103.942,0.362577044963837,411,"blanca",2019-07-03 20:59:03,5
7,102.201,0.377027886254447,1226,"blanca",2019-07-03 21:05:54,3
2,28.018,0.430355116724968,443,"blanca",2019-07-03 21:26:20,5
2,51.039,0.430355116724968,400,"blanca",2019-07-03 21:33:43,2
6,111.306,0.423563331365585,422,"blanca",2019-07-03 21:40:23,1
6,108.19,0.421976357698441,440,"blanca",2019-07-03 21:47:25,3
2,38.328,0.411819636821747,404,"blanca",2019-07-03 21:54:45,1
3,43.139,0.405809392531713,425,"blanca",2019-07-03 22:01:29,2
5,93.536,0.425395137071609,1257,"blanca",2019-07-03 22:08:34,5
3,37.108,0.411457190910975,415,"blanca",2019-07-03 22:29:31,5
8,182.833,0.417939908802509,1256,"blanca",2019-07-03 22:36:26,2
6,108.259,0.369350632031759,69601,"blanca",2019-07-03 22:57:22,3
3,84.77,0.363948653141658,406,"blanca",2019-07-04 18:17:23,5
4,47.508,0.40978480130434,427,"blanca",2019-07-04 18:24:09,3
3,28.636,0.426782141129176,421,"blanca",2019-07-04 18:31:16,2
2,5,0.43378110229969,430,"blanca",2019-07-04 18:38:17,2
1,10,0.4293392598629,406,"blanca",2019-07-04 18:45:27,2
2,29.53,0.408171653747559,423,"blanca",2019-07-04 18:52:13,2
4,62.434,0.398326978087425,459,"blanca",2019-07-04 18:59:16,5
3,35.355,0.39527835448583,418,"blanca",2019-07-04 19:06:55,5
3,29.682,0.398761789004008,403,"blanca",2019-07-04 19:13:53,2
2,23.77,0.383806616067886,442,"blanca",2019-07-04 19:20:36,2
4,57.385,0.387717291712761,426,"blanca",2019-07-04 19:27:58,5
2,23.77,0.426756888628006,393,"blanca",2019-07-04 19:35:04,5
11,220.204,0.364224269986153,446,"blanca",2019-07-04 19:41:37,5
11,247.776,0.365052807060155,405,"blanca",2019-07-04 19:49:03,5
3,53.339,0.439975629250209,393,"blanca",2019-07-04 19:55:48,1
2,38.471,0.418619364500046,463,"blanca",2019-07-04 20:02:21,2
8,172.627,0.398408323526382,1215,"blanca",2019-07-04 20:10:04,5
3,52.924,0.409161160389582,430,"blanca",2019-07-04 20:30:19,3
2,29.155,0.432980269193649,455,"blanca",2019-07-04 20:37:29,1
2,46.69,0.425421640276909,392,"blanca",2019-07-04 20:45:04,5
5,77.621,0.423042005300522,1260,"blanca",2019-07-04 20:51:36,2
5,107.448,0.400032806396484,433,"blanca",2019-07-04 21:12:36,5
4,54.406,0.395176917314529,409,"blanca",2019-07-04 21:19:49,3
5,115.741,0.384826600551605,415,"blanca",2019-07-04 21:26:38,1
4,88.685,0.377337664365768,415,"blanca",2019-07-04 21:33:33,5
7,120.88,0.407588051898139,423,"blanca",2019-07-04 21:40:28,1
3,61.522,0.406672765811284,2924,"blanca",2019-07-04 21:47:31,5
4,93.862,0.384695701301098,422,"blanca",2019-07-04 22:36:15,3
2,8.602,0.362782388925552,466,"blanca",2019-07-04 22:43:17,3
3,44.721,0.373397886753082,402,"blanca",2019-07-04 22:51:03,5
2,40.311,0.381775617599487,427,"blanca",2019-07-04 22:57:45,2
9,161.92,0.374912904368507,1229,"blanca",2019-07-04 23:04:52,1
2,37.121,0.370996594429016,1297,"blanca",2019-07-04 23:25:21,5
1,17.692,0.375022113323212,384,"blanca",2019-07-04 23:46:58,5
1,10.77,0.375022113323212,421,"blanca",2019-07-04 23:53:22,1
4,57.723,0.39304343611002,420,"blanca",2019-07-05 00:00:23,2
3,54.342,0.425194372733434,426,"blanca",2019-07-05 00:07:23,2
1,15.297,0.416272521018982,454,"blanca",2019-07-05 00:14:29,2
5,80.802,0.381391400098801,411,"blanca",2019-07-05 00:22:03,2
3,44.777,0.356537312269211,390,"blanca",2019-07-05 00:28:54,5
6,101.533,0.360811178882917,433,"blanca",2019-07-05 00:35:24,5
4,111.759,0.37552897632122,62862,"blanca",2019-07-05 00:42:37,3
2,38.471,0.37637548148632,411,"blanca",2019-07-05 18:10:19,3
1,19.209,0.368934154510498,430,"blanca",2019-07-05 18:17:10,2
7,141.032,0.377921372652054,416,"blanca",2019-07-05 18:24:20,2
1,19.235,0.383514076471329,466,"blanca",2019-07-05 18:31:16,5
2,31.828,0.377599373459816,388,"blanca",2019-07-05 18:39:02,2
1,5.831,0.371684670448303,408,"blanca",2019-07-05 18:45:30,5
3,32.249,0.381712555885315,413,"blanca",2019-07-05 18:52:18,2
2,42.012,0.377590253949165,437,"blanca",2019-07-05 18:59:11,2
2,35.903,0.377590253949165,413,"blanca",2019-07-05 19:06:28,2
3,42.012,0.362205415964127,435,"blanca",2019-07-05 19:13:21,1
3,34,0.332122067610423,447,"blanca",2019-07-05 19:20:36,2
3,59.481,0.343112607796987,409,"blanca",2019-07-05 19:28:03,5
3,52.802,0.353064248959223,386,"blanca",2019-07-05 19:34:52,1
1,14.866,0.368952184915543,464,"blanca",2019-07-05 19:41:18,5
4,64.661,0.385153561830521,2505,"blanca",2019-07-05 19:49:02,2
2,28.231,0.38730289041996,1239,"blanca",2019-07-05 20:30:47,5
2,32.016,0.41204047203064,424,"blanca",2019-07-05 20:51:26,3
5,66.468,0.411635172367096,411,"blanca",2019-07-05 20:58:30,5
3,22.804,0.415350476900737,435,"blanca",2019-07-05 21:05:21,5
3,34.928,0.411218712727229,406,"blanca",2019-07-05 21:12:36,2
1,22.204,0.411417186260223,427,"blanca",2019-07-05 21:19:22,2
4,54.818,0.422757938504219,401,"blanca",2019-07-05 21:26:29,2
5,97.581,0.417232626676559,421,"blanca",2019-07-05 21:33:10,5
3,66.068,0.424400786558787,472,"blanca",2019-07-05 21:40:11,3
3,48.083,0.422360112269719,420,"blanca",2019-07-05 21:48:03,2
5,99.459,0.426754015684128,391,"blanca",2019-07-05 21:55:03,1
9,182.631,0.392201271322038,76310,"blanca",2019-07-05 22:01:34,5
2,26.833,0.345700979232788,417,"blanca",2019-07-06 19:13:24,5
8,180.278,0.401426810771227,4242,"blanca",2019-07-06 19:20:21,2
3,65.192,0.406243205070496,411,"blanca",2019-07-06 20:31:03,5
2,33.136,0.370319232344627,430,"blanca",2019-07-06 20:37:54,2
3,76.942,0.388298134009043,1657,"blanca",2019-07-06 20:45:04,2
2,30,0.434670239686966,444,"blanca",2019-07-06 21:12:41,5
3,46.84,0.423888663450877,418,"blanca",2019-07-06 21:20:05,2
2,35.228,0.410082384943962,386,"blanca",2019-07-06 21:27:03,2
2,38.21,0.416508689522743,427,"blanca",2019-07-06 21:33:29,2
4,53.759,0.423435673117638,73786,"blanca",2019-07-06 21:40:36,2
2,39.812,0.415696322917938,423,"blanca",2019-07-07 18:10:22,3
2,10.44,0.43334487080574,413,"blanca",2019-07-07 18:17:25,2
2,8.246,0.43334487080574,427,"blanca",2019-07-07 18:24:18,2
2,14.213,0.43334487080574,419,"blanca",2019-07-07 18:31:25,1
2,28.862,0.443463429808617,414,"blanca",2019-07-07 18:38:24,5
1,19.235,0.438304990530014,427,"blanca",2019-07-07 18:45:18,2
3,64.078,0.424400786558787,457,"blanca",2019-07-07 18:52:25,2
5,108.467,0.41003023982048,1223,"blanca",2019-07-07 19:00:02,2
3,36.674,0.404519428809484,421,"blanca",2019-07-07 19:20:25,5
3,22.361,0.415151437123617,448,"blanca",2019-07-07 19:27:26,2
3,42.048,0.410644163688024,391,"blanca",2019-07-07 19:34:54,2
2,28.844,0.40829011797905,460,"blanca",2019-07-07 19:41:25,2
4,58.694,0.395919859409332,420,"blanca",2019-07-07 19:49:05,2
2,30.414,0.355089336633682,391,"blanca",2019-07-07 19:56:05,2
4,95.258,0.413834743201733,2969,"blanca",2019-07-07 20:02:36,2
3,39.217,0.450614343086878,387,"blanca",2019-07-07 20:52:05,5
9,181.32,0.416631804572211,1255,"blanca",2019-07-07 20:58:32,2
12,223.6,0.423803719381491,1258,"blanca",2019-07-07 21:19:27,3
5,76.217,0.400955671072006,417,"blanca",2019-07-07 21:40:25,5
7,125.096,0.383291593619755,73373,"blanca",2019-07-07 21:47:22,3
3,17.889,0.375657012065252,429,"blanca",2019-07-08 18:10:15,3
2,30,0.37637548148632,422,"blanca",2019-07-08 18:17:24,2
2,25.239,0.381544843316078,454,"blanca",2019-07-08 18:24:26,5
1,15.652,0.379272878170013,383,"blanca",2019-07-08 18:32:00,2
2,20.616,0.372896760702133,452,"blanca",2019-07-08 18:38:23,2
4,89.275,0.354956448078156,398,"blanca",2019-07-08 18:45:55,2
3,43.278,0.358801831801732,399,"blanca",2019-07-08 18:52:33,3
3,30.676,0.389578600724538,432,"blanca",2019-07-08 18:59:12,2
2,28.16,0.384399622678757,429,"blanca",2019-07-08 19:06:24,2
1,5.831,0.36820125579834,412,"blanca",2019-07-08 19:13:33,2
2,29.017,0.353968411684036,419,"blanca",2019-07-08 19:20:25,2
2,14,0.35091632604599,415,"blanca",2019-07-08 19:27:24,2
2,44.418,0.372805580496788,451,"blanca",2019-07-08 19:34:19,2
1,5,0.383514076471329,433,"blanca",2019-07-08 19:41:50,2
3,36.125,0.385265578826268,371,"blanca",2019-07-08 19:49:03,1
2,16.125,0.384399622678757,433,"blanca",2019-07-08 19:55:14,2
3,40.262,0.380161305268606,408,"blanca",2019-07-08 20:02:27,5
1,12.042,0.371684670448303,436,"blanca",2019-07-08 20:09:15,5
1,9.22,0.371684670448303,427,"blanca",2019-07-08 20:16:31,5
3,61.612,0.401108046372732,1250,"blanca",2019-07-08 20:23:38,1
9,171.467,0.406044834189945,1295,"blanca",2019-07-08 20:44:28,5
4,79.756,0.382875397801399,420,"blanca",2019-07-08 21:06:03,5
9,175.756,0.378789484500885,75442,"blanca",2019-07-08 21:13:03,3
1,19.723,0.4059197306633,425,"blanca",2019-07-09 18:10:25,5
3,61.294,0.386351108551025,430,"blanca",2019-07-09 18:17:30,5
2,8.602,0.376566797494888,398,"blanca",2019-07-09 18:24:40,5
2,29.428,0.402488693594933,431,"blanca",2019-07-09 18:31:18,5
2,30.676,0.38901075720787,432,"blanca",2019-07-09 18:38:29,2
2,13.454,0.393252700567245,400,"blanca",2019-07-09 18:45:41,5
2,19.416,0.370723992586136,427,"blanca",2019-07-09 18:52:21,2
1,13.038,0.340184807777405,419,"blanca",2019-07-09 18:59:28,2
2,34.928,0.370723992586136,431,"blanca",2019-07-09 19:06:27,2
5,83.815,0.418150579929352,1248,"blanca",2019-07-09 19:13:38,1
3,29.411,0.432832598686218,436,"blanca",2019-07-09 19:34:26,5
1,20.1,0.439816236495972,400,"blanca",2019-07-09 19:41:42,2
4,66.91,0.421655021607876,1268,"blanca",2019-07-09 19:48:22,2
4,67.624,0.399788402020931,451,"blanca",2019-07-09 20:09:30,5
7,94.069,0.413282594510487,2502,"blanca",2019-07-09 20:17:01,1
1,21,0.413597017526627,440,"blanca",2019-07-09 20:58:43,5
3,56.303,0.411253929138184,380,"blanca",2019-07-09 21:06:03,2
3,70.029,0.420336037874222,162300,"blanca",2019-07-09 21:12:23,2
3,33.734,0.434752861658732,414,"blanca",2019-07-11 18:17:23,5
2,24.597,0.417448684573174,429,"blanca",2019-07-11 18:24:17,2
1,13.038,0.409176498651505,419,"blanca",2019-07-11 18:31:26,2
1,5,0.409176498651505,418,"blanca",2019-07-11 18:38:25,2
1,8.544,0.409176498651505,417,"blanca",2019-07-11 18:45:23,2
2,15.264,0.412141665816307,460,"blanca",2019-07-11 18:52:20,5
1,9.849,0.41510683298111,404,"blanca",2019-07-11 19:00:00,2
13,236.812,0.425111623910757,405,"blanca",2019-07-11 19:06:44,1
14,265.663,0.419874797974314,411,"blanca",2019-07-11 19:13:29,5
1,10.817,0.395962774753571,423,"blanca",2019-07-11 19:20:20,1
3,17,0.407466133435567,431,"blanca",2019-07-11 19:27:23,2
2,33.377,0.413217812776566,411,"blanca",2019-07-11 19:34:34,2
2,27.803,0.369429141283035,458,"blanca",2019-07-11 19:41:25,5
4,92.049,0.402621448040009,387,"blanca",2019-07-11 19:49:03,3
3,44.721,0.399662514527639,406,"blanca",2019-07-11 19:55:30,3
2,6.708,0.372562393546104,426,"blanca",2019-07-11 20:02:16,2
4,81.025,0.425006218254566,441,"blanca",2019-07-11 20:09:22,2
3,11.662,0.44691992799441,432,"blanca",2019-07-11 20:16:43,3
5,72.09,0.451055562496185,407,"blanca",2019-07-11 20:23:55,5
1,22.091,0.46568775177002,403,"blanca",2019-07-11 20:30:42,3
3,36.401,0.479403495788574,424,"blanca",2019-07-11 20:37:25,2
5,84.404,0.446047431230545,416,"blanca",2019-07-11 20:44:29,5
7,149.897,0.455983660050801,1279,"blanca",2019-07-11 20:51:25,3
6,114.39,0.50691386560599,435,"blanca",2019-07-11 21:12:44,5
24,470.208,0.49949083228906,5860,"blanca",2019-07-11 21:19:59,3
2,41.11,0.446152448654175,442,"blanca",2019-07-11 22:57:39,3
5,80.411,0.461980056762695,1263,"blanca",2019-07-11 23:05:01,2
4,92.358,0.467547334730625,390,"blanca",2019-07-11 23:26:04,3
3,39.812,0.483690549929937,404,"blanca",2019-07-11 23:32:34,3
5,91.924,0.479135805368423,66675,"blanca",2019-07-11 23:39:18,5
4,58.6,0.483866982161999,412,"blanca",2019-07-12 18:10:33,5
3,12.806,0.43274066845576,426,"blanca",2019-07-12 18:17:25,2
6,87.618,0.450281341870626,411,"blanca",2019-07-12 18:24:31,2
2,16.763,0.458166718482971,426,"blanca",2019-07-12 18:31:22,5
2,36.014,0.438251137733459,404,"blanca",2019-07-12 18:38:28,2
4,69.203,0.424243450164795,472,"blanca",2019-07-12 18:45:12,5
2,10.63,0.393169641494751,380,"blanca",2019-07-12 18:53:04,2
4,40.497,0.395720727741718,413,"blanca",2019-07-12 18:59:24,2
2,23.022,0.398271813988686,457,"blanca",2019-07-12 19:06:17,2
1,5.657,0.404148936271667,387,"blanca",2019-07-12 19:13:54,5
2,29.614,0.407471790909767,419,"blanca",2019-07-12 19:20:21,2
3,26.627,0.432542930046717,416,"blanca",2019-07-12 19:27:20,2
