"n","dist","evi","dt","id","date","state"
4,70.214,0.328158318996429,1229,"gala",2019-08-13 20:17:03,5
1,13.454,0.330332666635513,2547,"gala",2019-08-13 20:37:32,5
2,7.211,0.324434176087379,2066,"gala",2019-08-13 21:19:59,5
1,27.203,0.318535685539246,2091,"gala",2019-08-13 21:54:25,5
6,117.341,0.338914240399996,430,"gala",2019-08-13 22:29:16,5
9,215.195,0.339943071206411,1246,"gala",2019-08-13 22:36:26,3
4,75.954,0.333198226988316,1302,"gala",2019-08-13 22:57:12,3
3,48.26,0.296608000993729,390,"gala",2019-08-13 23:18:54,5
1,16.401,0.262579262256622,440,"gala",2019-08-13 23:25:24,1
2,38.419,0.283200964331627,386,"gala",2019-08-13 23:32:44,2
1,15.297,0.303822666406631,421,"gala",2019-08-13 23:39:10,5
2,26.077,0.326400324702263,472,"gala",2019-08-13 23:46:11,1
2,17.263,0.326400324702263,389,"gala",2019-08-13 23:54:03,1
2,18.248,0.326400324702263,409,"gala",2019-08-14 00:00:32,1
2,17.804,0.326400324702263,431,"gala",2019-08-14 00:07:21,1
1,5.385,0.303822666406631,413,"gala",2019-08-14 00:14:32,1
3,41.195,0.298478364944458,427,"gala",2019-08-14 00:21:25,1
2,35.693,0.295806214213371,404,"gala",2019-08-14 00:28:32,1
3,24.698,0.308589438597361,425,"gala",2019-08-14 00:35:16,1
3,50.488,0.305126637220383,1250,"gala",2019-08-14 00:42:21,2
2,51.264,0.283200964331627,424,"gala",2019-08-14 01:03:11,5
9,165.529,0.345150536961026,429,"gala",2019-08-14 01:10:15,1
9,174.003,0.329462892479367,1248,"gala",2019-08-14 01:17:24,5
2,30.414,0.321654379367828,429,"gala",2019-08-14 01:38:12,5
3,38.21,0.315463731686274,409,"gala",2019-08-14 01:45:21,5
4,61.612,0.308777928352356,422,"gala",2019-08-14 01:52:10,1
5,95.901,0.331360203027725,421,"gala",2019-08-14 01:59:12,5
3,54.009,0.340731730063756,417,"gala",2019-08-14 02:06:13,3
7,121.202,0.324771472385951,421,"gala",2019-08-14 02:13:10,2
4,93.231,0.328709155321121,422,"gala",2019-08-14 02:20:11,3
22,459.106,0.357147967273539,424,"gala",2019-08-14 02:27:13,3
20,456.326,0.36310075968504,414,"gala",2019-08-14 02:34:17,5
7,144.309,0.350955750261034,418,"gala",2019-08-14 02:41:11,5
6,140.246,0.349053397774696,423,"gala",2019-08-14 02:48:09,5
2,31.623,0.366635516285896,432,"gala",2019-08-14 02:55:12,3
31,667.68,0.368359258097987,1295,"gala",2019-08-14 03:02:24,1
33,696.35,0.365213405002247,373,"gala",2019-08-14 03:23:59,5
3,43.174,0.333590110143026,53271,"gala",2019-08-14 03:30:12,1
6,81.025,0.341641371448835,420,"gala",2019-08-14 18:18:03,5
1,16.155,0.337742894887924,420,"gala",2019-08-14 18:25:03,3
4,79.057,0.33317743241787,1227,"gala",2019-08-14 18:32:03,2
2,22.472,0.319128155708313,417,"gala",2019-08-14 18:52:30,3
4,84.694,0.308694422245026,447,"gala",2019-08-14 18:59:27,2
7,173.289,0.297509891646249,401,"gala",2019-08-14 19:06:54,5
7,159.812,0.322256973811558,1288,"gala",2019-08-14 19:13:35,5
8,146.509,0.350536342710257,420,"gala",2019-08-14 19:35:03,5
5,89.889,0.330682480335236,388,"gala",2019-08-14 19:42:03,5
1,6.083,0.345784306526184,417,"gala",2019-08-14 19:48:31,3
3,17.117,0.354663918415705,431,"gala",2019-08-14 19:55:28,5
1,13.892,0.355433195829391,416,"gala",2019-08-14 20:02:39,2
2,13.342,0.359103724360466,418,"gala",2019-08-14 20:09:35,5
2,9.055,0.359103724360466,418,"gala",2019-08-14 20:16:33,1
2,28.636,0.350145608186722,422,"gala",2019-08-14 20:23:31,1
1,5.657,0.344858020544052,422,"gala",2019-08-14 20:30:33,2
1,10.05,0.344858020544052,1253,"gala",2019-08-14 20:37:35,2
1,3.606,0.344858020544052,425,"gala",2019-08-14 20:58:28,5
3,81.394,0.326531608899434,423,"gala",2019-08-14 21:05:33,1
3,30.48,0.318228304386139,418,"gala",2019-08-14 21:12:36,3
4,76.896,0.321832306683064,449,"gala",2019-08-14 21:19:34,2
2,22.804,0.351919293403625,415,"gala",2019-08-14 21:27:03,3
4,60.539,0.371629990637302,384,"gala",2019-08-14 21:33:58,2
11,274.41,0.34504497051239,2113,"gala",2019-08-14 21:40:22,2
2,18.682,0.355435609817505,420,"gala",2019-08-14 22:15:35,5
3,48.083,0.38335257768631,423,"gala",2019-08-14 22:22:35,2
4,74.243,0.373439773917198,416,"gala",2019-08-14 22:29:38,2
4,64.56,0.345151282846928,405,"gala",2019-08-14 22:36:34,5
4,61.984,0.393045887351036,433,"gala",2019-08-14 22:43:19,2
2,21.932,0.424102783203125,406,"gala",2019-08-14 22:50:32,2
4,69.893,0.371728681027889,465,"gala",2019-08-14 22:57:18,2
5,106.775,0.307663607597351,378,"gala",2019-08-14 23:05:03,2
5,102.005,0.24554251730442,2089,"gala",2019-08-14 23:11:21,3
3,39.598,0.272248397270838,429,"gala",2019-08-14 23:46:10,5
6,100.404,0.345292071501414,418,"gala",2019-08-14 23:53:19,2
4,83.815,0.369305431842804,432,"gala",2019-08-15 00:00:17,3
7,116.765,0.352060054029737,402,"gala",2019-08-15 00:07:29,3
10,287.085,0.389318025112152,1270,"gala",2019-08-15 00:14:11,3
7,131.605,0.355838762862342,431,"gala",2019-08-15 00:35:21,3
5,79.379,0.346542662382126,402,"gala",2019-08-15 00:42:32,3
5,78.243,0.349432253837585,423,"gala",2019-08-15 00:49:14,3
10,206.371,0.311387154459953,419,"gala",2019-08-15 00:56:17,5
3,61.522,0.352032790581385,416,"gala",2019-08-15 01:03:16,5
3,48.052,0.362083603938421,444,"gala",2019-08-15 01:10:12,2
10,191.606,0.342928320169449,1287,"gala",2019-08-15 01:17:36,5
7,130.602,0.386902826172965,375,"gala",2019-08-15 01:39:03,3
13,278.821,0.362153546168254,61199,"gala",2019-08-15 01:45:18,3
4,97.739,0.336293615400791,464,"gala",2019-08-15 18:45:17,3
4,81.394,0.321958981454372,397,"gala",2019-08-15 18:53:01,3
3,22.672,0.33206582069397,4225,"gala",2019-08-15 18:59:38,3
3,41.231,0.330819636583328,2508,"gala",2019-08-15 20:10:03,5
4,53.712,0.332161769270897,1240,"gala",2019-08-15 20:51:51,5
5,120.934,0.311585795879364,429,"gala",2019-08-15 21:12:31,3
1,6.083,0.320923656225204,407,"gala",2019-08-15 21:19:40,3
4,71.176,0.31093242764473,432,"gala",2019-08-15 21:26:27,2
10,198.565,0.347060424089432,1280,"gala",2019-08-15 21:33:39,1
8,161.45,0.358086202293634,395,"gala",2019-08-15 21:54:59,5
4,43.966,0.339354529976845,412,"gala",2019-08-15 22:01:34,5
6,83.006,0.348678444822629,406,"gala",2019-08-15 22:08:26,2
6,121.277,0.362137014667193,452,"gala",2019-08-15 22:15:12,5
4,86.377,0.335872389376163,398,"gala",2019-08-15 22:22:44,3
5,77.104,0.334056717157364,411,"gala",2019-08-15 22:29:22,3
4,62.394,0.368493363261223,429,"gala",2019-08-15 22:36:13,3
2,35.057,0.406590774655342,1260,"gala",2019-08-15 22:43:22,2
6,152.086,0.373177424073219,433,"gala",2019-08-15 23:04:22,5
4,38.079,0.390792079269886,408,"gala",2019-08-15 23:11:35,5
3,62.65,0.42833881576856,435,"gala",2019-08-15 23:18:23,2
3,40.012,0.421455105145772,408,"gala",2019-08-15 23:25:38,5
3,41.677,0.415739754835765,439,"gala",2019-08-15 23:32:26,2
4,87.824,0.391688495874405,401,"gala",2019-08-15 23:39:45,5
10,242.596,0.379999908804893,1259,"gala",2019-08-15 23:46:26,3
17,362.795,0.433988823610194,4192,"gala",2019-08-16 00:07:25,5
9,162.659,0.4141526222229,422,"gala",2019-08-16 01:17:17,5
3,68.007,0.373510658740997,1301,"gala",2019-08-16 01:24:19,5
5,83.546,0.398099464178085,374,"gala",2019-08-16 01:46:00,3
4,101.079,0.394810691475868,430,"gala",2019-08-16 01:52:14,3
3,31.906,0.377271721760432,422,"gala",2019-08-16 01:59:24,3
2,19.416,0.377258628606796,416,"gala",2019-08-16 02:06:26,2
5,88.238,0.402931648492813,412,"gala",2019-08-16 02:13:22,2
2,32.45,0.417339935898781,423,"gala",2019-08-16 02:20:14,3
3,41.869,0.40335687994957,416,"gala",2019-08-16 02:27:17,1
9,196.474,0.353794379366769,64983,"gala",2019-08-16 02:34:13,5
2,48.01,0.340386912226677,435,"gala",2019-08-16 20:37:16,5
17,360.756,0.338773627491558,3371,"gala",2019-08-16 20:44:31,2
8,146.659,0.312652107328176,2080,"gala",2019-08-16 21:40:42,5
3,44.721,0.329321990410487,432,"gala",2019-08-16 22:15:22,3
1,21.401,0.344393670558929,396,"gala",2019-08-16 22:22:34,2
3,35.384,0.327084918816884,430,"gala",2019-08-16 22:29:10,5
5,73.164,0.335363006591797,424,"gala",2019-08-16 22:36:20,1
4,86,0.351642943918705,435,"gala",2019-08-16 22:43:24,5
4,77.389,0.338418506085873,413,"gala",2019-08-16 22:50:39,3
1,14.318,0.318815141916275,400,"gala",2019-08-16 22:57:32,3
4,49.244,0.326136216521263,421,"gala",2019-08-16 23:04:12,5
3,39.825,0.311784555514654,416,"gala",2019-08-16 23:11:13,2
3,46.065,0.295800477266312,424,"gala",2019-08-16 23:18:09,2
4,92.071,0.288702957332134,419,"gala",2019-08-16 23:25:13,2
2,27.074,0.277258113026619,420,"gala",2019-08-16 23:32:12,3
4,66.731,0.305201582610607,434,"gala",2019-08-16 23:39:12,2
7,139.743,0.330778577498027,418,"gala",2019-08-16 23:46:26,2
2,24.698,0.392325669527054,423,"gala",2019-08-16 23:53:24,5
4,95.258,0.394111469388008,1255,"gala",2019-08-17 00:00:27,2
1,9.055,0.384351342916489,411,"gala",2019-08-17 00:21:22,3
5,67.067,0.459647643566132,445,"gala",2019-08-17 00:28:13,2
13,279.029,0.384896814823151,407,"gala",2019-08-17 00:35:38,5
17,429.728,0.382306389948901,413,"gala",2019-08-17 00:42:25,1
7,179.903,0.348646006413869,465,"gala",2019-08-17 00:49:18,5
9,148.071,0.296130634016461,372,"gala",2019-08-17 00:57:03,5
3,56.08,0.291935662428538,419,"gala",2019-08-17 01:03:15,5
11,240.052,0.324728919701143,1263,"gala",2019-08-17 01:10:14,5
7,191.167,0.331017221723284,418,"gala",2019-08-17 01:31:17,5
9,169.198,0.36081005136172,425,"gala",2019-08-17 01:38:15,5
2,36.222,0.429175987839699,443,"gala",2019-08-17 01:45:20,3
4,60.208,0.400692597031593,436,"gala",2019-08-17 01:52:43,2
3,60.671,0.387050320704778,382,"gala",2019-08-17 01:59:59,5
2,39.051,0.381359502673149,445,"gala",2019-08-17 02:06:21,2
2,20.248,0.374778479337692,389,"gala",2019-08-17 02:13:46,2
7,146.154,0.402258519615446,419,"gala",2019-08-17 02:20:15,2
11,225.96,0.461818673393943,449,"gala",2019-08-17 02:27:14,5
8,212.021,0.350842125713825,387,"gala",2019-08-17 02:34:43,5
6,163,0.357237100601196,438,"gala",2019-08-17 02:41:10,5
40,860.189,0.332822594046593,2507,"gala",2019-08-17 02:48:28,5
11,268.68,0.305546000599861,421,"gala",2019-08-17 03:30:15,4
9,211.256,0.360488636626138,430,"gala",2019-08-17 03:37:16,5
13,263.655,0.344784344618137,52805,"gala",2019-08-17 03:44:26,4
8,166.364,0.401969265192747,1255,"gala",2019-08-17 18:24:31,5
48,1180.297,0.401228046665589,4607,"gala",2019-08-17 18:45:26,5
5,90.907,0.362544524669647,452,"gala",2019-08-17 20:02:13,5
2,9.055,0.342264592647552,1670,"gala",2019-08-17 20:09:45,3
1,12.083,0.346863389015198,432,"gala",2019-08-17 20:37:35,5
8,147.611,0.298869054764509,1246,"gala",2019-08-17 20:44:47,1
4,44.688,0.290917284786701,398,"gala",2019-08-17 21:05:33,3
9,213.591,0.302841785881254,443,"gala",2019-08-17 21:12:11,2
5,81.933,0.319119131565094,401,"gala",2019-08-17 21:19:34,3
4,58.258,0.322219677269459,433,"gala",2019-08-17 21:26:15,3
4,67.476,0.25836905837059,404,"gala",2019-08-17 21:33:28,2
6,107.689,0.270178558925788,471,"gala",2019-08-17 21:40:12,3
7,121.918,0.290041150791304,381,"gala",2019-08-17 21:48:03,3
3,44.944,0.328423410654068,418,"gala",2019-08-17 21:54:24,3
2,50.01,0.345958352088928,410,"gala",2019-08-17 22:01:22,2
7,129.808,0.370314031839371,421,"gala",2019-08-17 22:08:12,2
11,245.024,0.344146292317997,1287,"gala",2019-08-17 22:15:13,3
4,67.357,0.313052624464035,396,"gala",2019-08-17 22:36:40,3
3,76.164,0.355312943458557,421,"gala",2019-08-17 22:43:16,3
15,326.438,0.3555122534434,434,"gala",2019-08-17 22:50:17,3
14,294.151,0.351258109722819,1292,"gala",2019-08-17 22:57:31,5
2,7.071,0.34175843000412,384,"gala",2019-08-17 23:19:03,5
1,4.472,0.332256317138672,408,"gala",2019-08-17 23:25:27,1
2,31.257,0.352018550038338,468,"gala",2019-08-17 23:32:15,2
7,134.659,0.373810393469674,2473,"gala",2019-08-17 23:40:03,5
4,93.343,0.358656629920006,428,"gala",2019-08-18 00:21:16,5
5,70.456,0.356796669960022,423,"gala",2019-08-18 00:28:24,3
11,220.057,0.352858212861148,410,"gala",2019-08-18 00:35:27,5
8,143.534,0.343786839395761,448,"gala",2019-08-18 00:42:17,5
5,97.129,0.30347067117691,387,"gala",2019-08-18 00:49:45,3
4,65.368,0.365743391215801,425,"gala",2019-08-18 00:56:12,3
14,276.21,0.327855548688344,412,"gala",2019-08-18 01:03:17,2
8,185.828,0.327990368008614,422,"gala",2019-08-18 01:10:09,4
5,95.635,0.283081388473511,429,"gala",2019-08-18 01:17:11,5
7,154.486,0.30942103266716,415,"gala",2019-08-18 01:24:20,3
7,107.801,0.309140780142375,417,"gala",2019-08-18 01:31:15,5
4,68.029,0.264505568891764,421,"gala",2019-08-18 01:38:12,3
3,54.231,0.292586704095205,420,"gala",2019-08-18 01:45:13,5
4,67.067,0.293057762086391,450,"gala",2019-08-18 01:52:13,2
8,157.471,0.30400500074029,1228,"gala",2019-08-18 01:59:43,2
4,84.172,0.307909868657589,427,"gala",2019-08-18 02:20:11,5
6,157.013,0.250942386686802,418,"gala",2019-08-18 02:27:18,3
10,201.646,0.287345278263092,1255,"gala",2019-08-18 02:34:16,3
9,178.194,0.264115045468013,427,"gala",2019-08-18 02:55:11,5
6,89.872,0.229388929903507,438,"gala",2019-08-18 03:02:18,5
2,27.203,0.237252049148083,400,"gala",2019-08-18 03:09:36,3
5,97.529,0.253222998976707,436,"gala",2019-08-18 03:16:16,5
2,11.705,0.261995568871498,410,"gala",2019-08-18 03:23:32,5
4,53.852,0.283667847514153,415,"gala",2019-08-18 03:30:22,1
5,87.596,0.277111613750458,416,"gala",2019-08-18 03:37:17,5
5,86.215,0.266233193874359,432,"gala",2019-08-18 03:44:13,3
11,201.646,0.294991119341417,412,"gala",2019-08-18 03:51:25,5
8,156.285,0.365551631897688,422,"gala",2019-08-18 03:58:17,5
3,54.562,0.459328760703405,433,"gala",2019-08-18 04:05:19,5
1,9.22,0.517737746238708,429,"gala",2019-08-18 04:12:32,2
5,88.685,0.418192744255066,392,"gala",2019-08-18 04:19:41,2
2,39.446,0.369627431035042,431,"gala",2019-08-18 04:26:13,5
18,396.869,0.313732814457681,54092,"gala",2019-08-18 04:33:24,2
7,137.844,0.26144480918135,8797,"gala",2019-08-18 19:34:56,4
6,110.114,0.257051678995291,410,"gala",2019-08-18 22:01:33,5
14,286.944,0.28001045435667,412,"gala",2019-08-18 22:08:23,3
23,456.737,0.304370126646498,420,"gala",2019-08-18 22:15:15,4
8,206.62,0.362815655767918,1272,"gala",2019-08-18 22:22:15,5
8,180.236,0.323497444391251,416,"gala",2019-08-18 22:43:27,3
8,156.416,0.274224977940321,424,"gala",2019-08-18 22:50:23,5
3,60.877,0.229511593778928,425,"gala",2019-08-18 22:57:27,5
6,114.004,0.248815444608529,412,"gala",2019-08-18 23:04:32,5
3,38.013,0.293214082717896,445,"gala",2019-08-18 23:11:24,3
2,11.402,0.284229025244713,392,"gala",2019-08-18 23:18:49,2
2,13.416,0.284229025244713,421,"gala",2019-08-18 23:25:21,2
3,44.204,0.351005911827087,2518,"gala",2019-08-18 23:32:22,5
5,88.295,0.322894954681397,2940,"gala",2019-08-19 00:14:20,5
2,34,0.26955184340477,427,"gala",2019-08-19 01:03:20,5
5,72.622,0.314790469408035,413,"gala",2019-08-19 01:10:27,5
6,88.233,0.275573248664538,434,"gala",2019-08-19 01:17:20,5
2,15.652,0.260027348995209,407,"gala",2019-08-19 01:24:34,1
2,34.015,0.260027348995209,412,"gala",2019-08-19 01:31:21,2
4,59.034,0.262035094201565,421,"gala",2019-08-19 01:38:13,1
2,30.15,0.246038496494293,422,"gala",2019-08-19 01:45:14,5
4,60.828,0.247667238116264,416,"gala",2019-08-19 01:52:16,1
4,69.857,0.340108096599579,421,"gala",2019-08-19 01:59:12,2
5,77.827,0.349079048633575,421,"gala",2019-08-19 02:06:13,2
7,126.491,0.298546335526875,423,"gala",2019-08-19 02:13:14,3
5,76.922,0.275657248497009,421,"gala",2019-08-19 02:20:17,3
4,80.455,0.254473254084587,417,"gala",2019-08-19 02:27:18,3
7,130.035,0.273825434701783,425,"gala",2019-08-19 02:34:15,3
8,117.137,0.271888310089707,437,"gala",2019-08-19 02:41:20,5
4,109.018,0.277062751352787,401,"gala",2019-08-19 02:48:37,5
4,50.606,0.303809359669685,419,"gala",2019-08-19 02:55:18,3
3,45.177,0.281449506680171,430,"gala",2019-08-19 03:02:17,2
7,112.33,0.266807894621577,407,"gala",2019-08-19 03:09:27,2
5,142.285,0.333600223064423,424,"gala",2019-08-19 03:16:14,3
10,193.652,0.324731007218361,418,"gala",2019-08-19 03:23:18,5
2,23,0.321050524711609,425,"gala",2019-08-19 03:30:16,4
3,52,0.315559546152751,409,"gala",2019-08-19 03:37:21,1
4,61.131,0.274959802627563,430,"gala",2019-08-19 03:44:10,5
3,48.166,0.287101219097773,421,"gala",2019-08-19 03:51:20,2
7,126.846,0.426119255168097,415,"gala",2019-08-19 03:58:21,2
5,78.568,0.45688219666481,460,"gala",2019-08-19 04:05:16,3
8,151.954,0.34439641982317,56965,"gala",2019-08-19 04:12:56,3
4,105.323,0.351837851107121,424,"gala",2019-08-19 20:02:21,5
2,38.833,0.344458714127541,440,"gala",2019-08-19 20:09:25,1
8,186.4,0.317933656275272,419,"gala",2019-08-19 20:16:45,2
8,158.836,0.300444833934307,439,"gala",2019-08-19 20:23:44,5
10,212.822,0.313576930761337,407,"gala",2019-08-19 20:31:03,5
10,218.888,0.313576930761337,1248,"gala",2019-08-19 20:37:50,5
23,474.597,0.385195268237073,435,"gala",2019-08-19 20:58:38,5
28,590.547,0.363588908953326,1271,"gala",2019-08-19 21:05:53,1
3,51.478,0.323560724655787,380,"gala",2019-08-19 21:27:04,5
5,101.597,0.371357136964798,438,"gala",2019-08-19 21:33:24,5
4,110.223,0.332784987986088,417,"gala",2019-08-19 21:40:42,3
8,145.908,0.336905036121607,444,"gala",2019-08-19 21:47:39,3
2,24,0.360961601138115,368,"gala",2019-08-19 21:55:03,3
5,95.802,0.338036566972733,436,"gala",2019-08-19 22:01:11,2
7,130.969,0.327992481844766,408,"gala",2019-08-19 22:08:27,3
2,34,0.297537758946419,459,"gala",2019-08-19 22:15:15,3
2,27.459,0.309421524405479,386,"gala",2019-08-19 22:22:54,2
3,65.376,0.349941362937291,422,"gala",2019-08-19 22:29:20,2
25,529.646,0.391089700460434,3388,"gala",2019-08-19 22:36:22,2
5,94.726,0.395933020114899,390,"gala",2019-08-19 23:32:50,5
2,53.31,0.350671201944351,432,"gala",2019-08-19 23:39:20,3
7,166.736,0.333951400859015,408,"gala",2019-08-19 23:46:32,2
5,81.633,0.36829868555069,415,"gala",2019-08-19 23:53:20,5
3,29.732,0.329243232806524,428,"gala",2019-08-20 00:00:15,3
2,22.472,0.320946633815765,1259,"gala",2019-08-20 00:07:23,2
23,467.21,0.322188300930935,436,"gala",2019-08-20 00:28:22,5
22,443.86,0.321293585679748,400,"gala",2019-08-20 00:35:38,5
2,12.649,0.339979514479637,434,"gala",2019-08-20 00:42:18,1
2,11,0.339979514479637,448,"gala",2019-08-20 00:49:32,2
2,39.294,0.363428115844727,393,"gala",2019-08-20 00:57:00,1
3,65.734,0.379010448853175,451,"gala",2019-08-20 01:03:33,2
3,47.074,0.297669271628062,414,"gala",2019-08-20 01:11:04,1
3,48.26,0.325990259647369,1239,"gala",2019-08-20 01:17:58,5
3,36.359,0.361074656248093,1287,"gala",2019-08-20 01:38:37,5
2,8.062,0.339979514479637,420,"gala",2019-08-20 02:00:04,5
5,103.812,0.309650814533234,2078,"gala",2019-08-20 02:07:04,5
7,132.74,0.3128781914711,1654,"gala",2019-08-20 02:41:42,5
7,178.631,0.291292188423021,1254,"gala",2019-08-20 03:09:16,5
6,132.242,0.259418226778507,428,"gala",2019-08-20 03:30:10,5
6,110.318,0.228325051565965,1259,"gala",2019-08-20 03:37:18,3
3,46.065,0.246665194630623,420,"gala",2019-08-20 03:58:17,3
2,29.614,0.254793383181095,435,"gala",2019-08-20 04:05:17,5
4,71.805,0.246085673570633,406,"gala",2019-08-20 04:12:32,2
3,50.912,0.233405292034149,421,"gala",2019-08-20 04:19:18,3
4,71.589,0.233259562402964,417,"gala",2019-08-20 04:26:19,2
7,120.652,0.229498722723552,428,"gala",2019-08-20 04:33:16,3
5,72.007,0.297129327058792,409,"gala",2019-08-20 04:40:24,3
3,54.037,0.33930425842603,50718,"gala",2019-08-20 04:47:13,3
2,43.863,0.326487600803375,7968,"gala",2019-08-20 18:52:31,5
7,132.774,0.263680419751576,429,"gala",2019-08-20 21:05:19,5
4,64.761,0.254195868968964,431,"gala",2019-08-20 21:12:28,5
3,42.72,0.246646334727605,418,"gala",2019-08-20 21:19:39,2
2,35.128,0.236158832907677,440,"gala",2019-08-20 21:26:37,2
12,235.646,0.233810195078452,3319,"gala",2019-08-20 21:33:57,5
2,34.482,0.220423340797424,434,"gala",2019-08-20 22:29:16,5
4,49.092,0.229391779750586,408,"gala",2019-08-20 22:36:30,1
4,65.437,0.229391779750586,432,"gala",2019-08-20 22:43:18,2
2,29.732,0.231363281607628,454,"gala",2019-08-20 22:50:30,1
10,232.94,0.309832806885242,385,"gala",2019-08-20 22:58:04,2
12,250.697,0.329480836788813,413,"gala",2019-08-20 23:04:29,5
7,112.579,0.282559597066471,409,"gala",2019-08-20 23:11:22,5
8,161.839,0.355135802179575,428,"gala",2019-08-20 23:18:11,3
13,307.391,0.346419765399053,1683,"gala",2019-08-20 23:25:19,5
9,200.609,0.361676487657759,425,"gala",2019-08-20 23:53:22,5
7,125.1,0.352992598499571,416,"gala",2019-08-21 00:00:27,5
19,495.198,0.348076625874168,1248,"gala",2019-08-21 00:07:23,5
24,480.866,0.319275901963313,424,"gala",2019-08-21 00:28:11,5
15,289.933,0.413582315047582,2101,"gala",2019-08-21 00:35:15,5
7,156.259,0.337272716420037,421,"gala",2019-08-21 01:10:16,3
9,244.295,0.355867726935281,417,"gala",2019-08-21 01:17:17,5
12,271.974,0.334436804056168,449,"gala",2019-08-21 01:24:14,5
6,107.201,0.39608925084273,1245,"gala",2019-08-21 01:31:43,5
9,168.155,0.390424953566657,1252,"gala",2019-08-21 01:52:28,5
4,68.25,0.381308071315289,425,"gala",2019-08-21 02:13:20,3
7,179.003,0.368859870093209,411,"gala",2019-08-21 02:20:25,2
5,93.295,0.350830060243607,427,"gala",2019-08-21 02:27:16,5
8,160.705,0.336019176989794,429,"gala",2019-08-21 02:34:23,5
6,100.603,0.343160167336464,408,"gala",2019-08-21 02:41:32,5
8,166.012,0.338512305170298,419,"gala",2019-08-21 02:48:20,3
11,208.655,0.326666716824878,410,"gala",2019-08-21 02:55:19,5
13,263.856,0.34575111590899,428,"gala",2019-08-21 03:02:09,5
4,60.877,0.367638595402241,417,"gala",2019-08-21 03:09:17,5
11,221.678,0.390654320066625,426,"gala",2019-08-21 03:16:14,2
3,47.011,0.45725158850352,59530,"gala",2019-08-21 03:23:20,5
8,186.454,0.430374126881361,1294,"gala",2019-08-21 19:55:30,5
6,91.548,0.350774750113487,398,"gala",2019-08-21 20:17:04,3
11,232.045,0.335219675844366,1235,"gala",2019-08-21 20:23:42,3
6,110.571,0.334509819746017,420,"gala",2019-08-21 20:44:17,5
3,24.698,0.32441454132398,467,"gala",2019-08-21 20:51:17,3
2,14.142,0.325505971908569,2052,"gala",2019-08-21 20:59:04,2
3,21.401,0.32396591703097,2516,"gala",2019-08-21 21:33:16,5
2,27.074,0.321719244122505,2523,"gala",2019-08-21 22:15:12,5
4,72.201,0.327183783054352,416,"gala",2019-08-21 22:57:15,5
7,170.206,0.333583546536309,422,"gala",2019-08-21 23:04:11,3
5,80.411,0.35352087020874,1269,"gala",2019-08-21 23:11:13,5
8,131.187,0.342306867241859,417,"gala",2019-08-21 23:32:22,2
2,20.248,0.32698181271553,424,"gala",2019-08-21 23:39:19,3
1,16.643,0.326261073350906,1682,"gala",2019-08-21 23:46:23,2
3,39.825,0.322965900103251,433,"gala",2019-08-22 00:14:25,5
2,29.411,0.321318313479424,400,"gala",2019-08-22 00:21:38,2
3,55.172,0.321075330177943,2934,"gala",2019-08-22 00:28:18,5
6,90.802,0.319367319345474,424,"gala",2019-08-22 01:17:12,5
7,151.796,0.325359072004046,421,"gala",2019-08-22 01:24:16,3
5,114.039,0.342450922727585,421,"gala",2019-08-22 01:31:17,5
14,320.028,0.322396802050727,1251,"gala",2019-08-22 01:38:18,3
9,149.282,0.267857905891207,424,"gala",2019-08-22 01:59:09,5
2,41.437,0.241592541337013,470,"gala",2019-08-22 02:06:13,5
9,174.416,0.26261125670539,368,"gala",2019-08-22 02:14:03,5
4,90.802,0.301291555166245,428,"gala",2019-08-22 02:20:11,4
6,87.132,0.27591361105442,443,"gala",2019-08-22 02:27:19,3
5,85.088,0.276829570531845,396,"gala",2019-08-22 02:34:42,5
6,136.18,0.321581328908602,421,"gala",2019-08-22 02:41:18,3
8,136.015,0.350312478840351,415,"gala",2019-08-22 02:48:19,3
5,113,0.393636566400528,1270,"gala",2019-08-22 02:55:14,3
3,58.31,0.39740714430809,409,"gala",2019-08-22 03:16:24,5
12,228.127,0.331641316413879,419,"gala",2019-08-22 03:23:13,2
4,56.754,0.337024532258511,423,"gala",2019-08-22 03:30:12,4
7,122.495,0.365532606840134,422,"gala",2019-08-22 03:37:15,2
4,111.288,0.375397592782974,432,"gala",2019-08-22 03:44:17,3
18,359.189,0.329341343707509,2084,"gala",2019-08-22 03:51:29,3
20,410.435,0.364541824162006,1264,"gala",2019-08-22 04:26:13,5
8,148.003,0.361579395830631,415,"gala",2019-08-22 04:47:17,5
12,291.359,0.382468198736509,450,"gala",2019-08-22 04:54:12,4
14,318.473,0.401870978730065,58657,"gala",2019-08-22 05:01:42,5
2,39.925,0.462025389075279,438,"gala",2019-08-22 21:19:19,5
3,53.263,0.456658750772476,447,"gala",2019-08-22 21:26:37,5
13,284.754,0.442329791875986,420,"gala",2019-08-22 21:34:04,5
17,365.919,0.438458002665464,2079,"gala",2019-08-22 21:41:04,5
7,189.042,0.436597398349217,421,"gala",2019-08-22 22:15:43,5
4,62.008,0.460480317473412,411,"gala",2019-08-22 22:22:44,5
6,145.417,0.473298852642377,449,"gala",2019-08-22 22:29:35,5
4,62.37,0.438622616231441,1225,"gala",2019-08-22 22:37:04,5
4,94.895,0.420663438737392,423,"gala",2019-08-22 22:57:29,5
3,58.694,0.414230505625407,420,"gala",2019-08-22 23:04:32,3
3,60.299,0.358410547176997,426,"gala",2019-08-22 23:11:32,5
