"n","X1","X2","X3","X4","X5","X6","dt","id","date","date.round","state","t.ar","rain"
2,1,0,0,0,0,0,480,"tm17",2015-07-22 14:29:00,2015-07-22 14:00:00,"Burrow",22.6,0
1,1,0,0,0,0,0,180,"tm17",2015-07-22 14:32:00,2015-07-22 15:00:00,"Burrow",24.5,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 14:37:00,2015-07-22 15:00:00,"Burrow",24.5,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 14:42:00,2015-07-22 15:00:00,"Burrow",24.5,0
1,1,0,0,0,0,0,360,"tm17",2015-07-22 14:48:00,2015-07-22 15:00:00,"Burrow",24.5,0
1,1,0,0,0,0,0,180,"tm17",2015-07-22 14:51:00,2015-07-22 15:00:00,"Burrow",24.5,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 14:56:00,2015-07-22 15:00:00,"Burrow",24.5,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 15:01:00,2015-07-22 15:00:00,"Burrow",24.5,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 15:06:00,2015-07-22 15:00:00,"Burrow",24.5,0
2,1,0,0,0,0,0,360,"tm17",2015-07-22 15:12:00,2015-07-22 15:00:00,"Burrow",24.5,0
1,1,0,0,0,0,0,180,"tm17",2015-07-22 15:15:00,2015-07-22 15:00:00,"Burrow",24.5,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 15:20:00,2015-07-22 15:00:00,"Burrow",24.5,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 15:25:00,2015-07-22 15:00:00,"Burrow",24.5,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 15:30:00,2015-07-22 16:00:00,"Burrow",24.4,0
2,1,0,0,0,0,0,360,"tm17",2015-07-22 15:36:00,2015-07-22 16:00:00,"Burrow",24.4,0
1,1,0,0,0,0,0,180,"tm17",2015-07-22 15:39:00,2015-07-22 16:00:00,"Burrow",24.4,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 15:44:00,2015-07-22 16:00:00,"Burrow",24.4,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 15:49:00,2015-07-22 16:00:00,"Burrow",24.4,0
2,1,0,0,0,0,0,840,"tm17",2015-07-22 16:03:00,2015-07-22 16:00:00,"Burrow",24.4,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 16:08:00,2015-07-22 16:00:00,"Burrow",24.4,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 16:13:00,2015-07-22 16:00:00,"Burrow",24.4,0
1,1,0,0,0,0,0,360,"tm17",2015-07-22 16:19:00,2015-07-22 16:00:00,"Burrow",24.4,0
2,1,0,0,0,0,0,180,"tm17",2015-07-22 16:22:00,2015-07-22 16:00:00,"Burrow",24.4,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 16:27:00,2015-07-22 16:00:00,"Burrow",24.4,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 16:32:00,2015-07-22 17:00:00,"Burrow",26.1,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 16:37:00,2015-07-22 17:00:00,"Burrow",26.1,0
1,1,0,0,0,0,0,360,"tm17",2015-07-22 16:43:00,2015-07-22 17:00:00,"Burrow",26.1,0
1,1,0,0,0,0,0,180,"tm17",2015-07-22 16:46:00,2015-07-22 17:00:00,"Burrow",26.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 16:51:00,2015-07-22 17:00:00,"Burrow",26.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 16:56:00,2015-07-22 17:00:00,"Burrow",26.1,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 17:01:00,2015-07-22 17:00:00,"Burrow",26.1,0
1,1,0,0,0,0,0,360,"tm17",2015-07-22 17:07:00,2015-07-22 17:00:00,"Burrow",26.1,0
2,1,0,0,0,0,0,180,"tm17",2015-07-22 17:10:00,2015-07-22 17:00:00,"Burrow",26.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 17:15:00,2015-07-22 17:00:00,"Burrow",26.1,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 17:20:00,2015-07-22 17:00:00,"Burrow",26.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 17:25:00,2015-07-22 17:00:00,"Burrow",26.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 17:30:00,2015-07-22 18:00:00,"Burrow",27.1,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 17:35:00,2015-07-22 18:00:00,"Burrow",27.1,0
1,1,0,0,0,0,0,360,"tm17",2015-07-22 17:41:00,2015-07-22 18:00:00,"Burrow",27.1,0
2,1,0,0,0,0,0,180,"tm17",2015-07-22 17:44:00,2015-07-22 18:00:00,"Burrow",27.1,0
3,1,0,0,0,0,0,300,"tm17",2015-07-22 17:49:00,2015-07-22 18:00:00,"Burrow",27.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 17:54:00,2015-07-22 18:00:00,"Burrow",27.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 17:59:00,2015-07-22 18:00:00,"Burrow",27.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 18:04:00,2015-07-22 18:00:00,"Burrow",27.1,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 18:09:00,2015-07-22 18:00:00,"Burrow",27.1,0
1,1,0,0,0,0,0,360,"tm17",2015-07-22 18:15:00,2015-07-22 18:00:00,"Burrow",27.1,0
2,1,0,0,0,0,0,180,"tm17",2015-07-22 18:18:00,2015-07-22 18:00:00,"Burrow",27.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 18:23:00,2015-07-22 18:00:00,"Burrow",27.1,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 18:28:00,2015-07-22 18:00:00,"Burrow",27.1,0
1,1,0,0,0,0,0,360,"tm17",2015-07-22 18:34:00,2015-07-22 19:00:00,"Burrow",27.1,0
2,1,0,0,0,0,0,180,"tm17",2015-07-22 18:37:00,2015-07-22 19:00:00,"Burrow",27.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 18:42:00,2015-07-22 19:00:00,"Burrow",27.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 18:47:00,2015-07-22 19:00:00,"Burrow",27.1,0
2,1,0,0,0,0,0,360,"tm17",2015-07-22 18:53:00,2015-07-22 19:00:00,"Burrow",27.1,0
1,1,0,0,0,0,0,180,"tm17",2015-07-22 18:56:00,2015-07-22 19:00:00,"Burrow",27.1,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 19:01:00,2015-07-22 19:00:00,"Burrow",27.1,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 19:06:00,2015-07-22 19:00:00,"Burrow",27.1,0
93,1,0,0,0,0,0,360,"tm17",2015-07-22 19:12:00,2015-07-22 19:00:00,"Transit",27.1,0
12,1,0,0,0,0,0,180,"tm17",2015-07-22 19:15:00,2015-07-22 19:00:00,"Foraging",27.1,0
15,1,0,0,0,0,0,300,"tm17",2015-07-22 19:20:00,2015-07-22 19:00:00,"Foraging",27.1,0
32,1,0,0,0,0,0,360,"tm17",2015-07-22 19:26:00,2015-07-22 19:00:00,"Foraging",27.1,0
55,1,0,0,0,0,0,180,"tm17",2015-07-22 19:29:00,2015-07-22 19:00:00,"Foraging",27.1,0
48,1,0,0,0,0,0,300,"tm17",2015-07-22 19:34:00,2015-07-22 20:00:00,"Foraging",27,0
7,1,0,0,0,0,0,360,"tm17",2015-07-22 19:40:00,2015-07-22 20:00:00,"Foraging",27,0
13,1,0,0,0,0,0,180,"tm17",2015-07-22 19:43:00,2015-07-22 20:00:00,"Foraging",27,0
3,1,0,0,0,0,0,300,"tm17",2015-07-22 19:48:00,2015-07-22 20:00:00,"Foraging",27,0
13,1,0,0,0,0,0,360,"tm17",2015-07-22 19:54:00,2015-07-22 20:00:00,"Foraging",27,0
3,1,0,0,0,0,0,180,"tm17",2015-07-22 19:57:00,2015-07-22 20:00:00,"Foraging",27,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 20:02:00,2015-07-22 20:00:00,"Burrow",27,0
2,1,0,0,0,0,0,360,"tm17",2015-07-22 20:08:00,2015-07-22 20:00:00,"Burrow",27,0
21,1,0,0,0,0,0,180,"tm17",2015-07-22 20:11:00,2015-07-22 20:00:00,"Foraging",27,0
29,1,0,0,0,0,0,300,"tm17",2015-07-22 20:16:00,2015-07-22 20:00:00,"Foraging",27,0
203,1,0,0,0,0,0,360,"tm17",2015-07-22 20:22:00,2015-07-22 20:00:00,"Transit",27,0
35,1,0,0,0,0,0,180,"tm17",2015-07-22 20:25:00,2015-07-22 20:00:00,"Foraging",27,0
15,1,0,0,0,0,0,300,"tm17",2015-07-22 20:30:00,2015-07-22 21:00:00,"Foraging",26.2,0
26,1,0,0,0,0,0,360,"tm17",2015-07-22 20:36:00,2015-07-22 21:00:00,"Foraging",26.2,0
5,1,0,0,0,0,0,180,"tm17",2015-07-22 20:39:00,2015-07-22 21:00:00,"Foraging",26.2,0
12,1,0,0,0,0,0,300,"tm17",2015-07-22 20:44:00,2015-07-22 21:00:00,"Foraging",26.2,0
5,1,0,0,0,0,0,300,"tm17",2015-07-22 20:49:00,2015-07-22 21:00:00,"Foraging",26.2,0
44,1,0,0,0,0,0,360,"tm17",2015-07-22 20:55:00,2015-07-22 21:00:00,"Foraging",26.2,0
40,0.625,0,0.375,0,0,0,180,"tm17",2015-07-22 20:58:00,2015-07-22 21:00:00,"Foraging",26.2,0
54,0.685185185185185,0,0.314814814814815,0,0,0,300,"tm17",2015-07-22 21:03:00,2015-07-22 21:00:00,"Foraging",26.2,0
34,1,0,0,0,0,0,240,"tm17",2015-07-22 21:07:00,2015-07-22 21:00:00,"Foraging",26.2,0
25,1,0,0,0,0,0,480,"tm17",2015-07-22 21:15:00,2015-07-22 21:00:00,"Foraging",26.2,0
4,1,0,0,0,0,0,180,"tm17",2015-07-22 21:18:00,2015-07-22 21:00:00,"Foraging",26.2,0
7,1,0,0,0,0,0,300,"tm17",2015-07-22 21:23:00,2015-07-22 21:00:00,"Foraging",26.2,0
5,1,0,0,0,0,0,360,"tm17",2015-07-22 21:29:00,2015-07-22 21:00:00,"Foraging",26.2,0
44,1,0,0,0,0,0,180,"tm17",2015-07-22 21:32:00,2015-07-22 22:00:00,"Foraging",21.8,0
4,1,0,0,0,0,0,300,"tm17",2015-07-22 21:37:00,2015-07-22 22:00:00,"Foraging",21.8,0
4,1,0,0,0,0,0,360,"tm17",2015-07-22 21:43:00,2015-07-22 22:00:00,"Foraging",21.8,0
141,0.971631205673759,0,0.0283687943262411,0,0,0,180,"tm17",2015-07-22 21:46:00,2015-07-22 22:00:00,"Transit",21.8,0
102,0,0,1,0,0,0,360,"tm17",2015-07-22 21:52:00,2015-07-22 22:00:00,"Transit",21.8,0
170,0.705882352941177,0,0.294117647058824,0,0,0,180,"tm17",2015-07-22 21:55:00,2015-07-22 22:00:00,"Transit",21.8,0
46,0,0,1,0,0,0,300,"tm17",2015-07-22 22:00:00,2015-07-22 22:00:00,"Transit",21.8,0
184,0.516304347826087,0,0.483695652173913,0,0,0,360,"tm17",2015-07-22 22:06:00,2015-07-22 22:00:00,"Transit",21.8,0
45,1,0,0,0,0,0,180,"tm17",2015-07-22 22:09:00,2015-07-22 22:00:00,"Foraging",21.8,0
23,1,0,0,0,0,0,300,"tm17",2015-07-22 22:14:00,2015-07-22 22:00:00,"Foraging",21.8,0
4,1,0,0,0,0,0,360,"tm17",2015-07-22 22:20:00,2015-07-22 22:00:00,"Foraging",21.8,0
4,1,0,0,0,0,0,180,"tm17",2015-07-22 22:23:00,2015-07-22 22:00:00,"Foraging",21.8,0
15,1,0,0,0,0,0,300,"tm17",2015-07-22 22:28:00,2015-07-22 22:00:00,"Foraging",21.8,0
210,1,0,0,0,0,0,840,"tm17",2015-07-22 22:42:00,2015-07-22 23:00:00,"Transit",20.7,0
1,1,0,0,0,0,0,840,"tm17",2015-07-22 22:56:00,2015-07-22 23:00:00,"Burrow",20.7,0
2,1,0,0,0,0,0,360,"tm17",2015-07-22 23:02:00,2015-07-22 23:00:00,"Burrow",20.7,0
1,1,0,0,0,0,0,1680,"tm17",2015-07-22 23:30:00,2015-07-23 00:00:00,"Burrow",21.8,0
1,1,0,0,0,0,0,840,"tm17",2015-07-22 23:44:00,2015-07-23 00:00:00,"Burrow",21.8,0
2,1,0,0,0,0,0,300,"tm17",2015-07-22 23:49:00,2015-07-23 00:00:00,"Burrow",21.8,0
1,1,0,0,0,0,0,300,"tm17",2015-07-22 23:54:00,2015-07-23 00:00:00,"Burrow",21.8,0
3,1,0,0,0,0,0,300,"tm17",2015-07-22 23:59:00,2015-07-23 00:00:00,"Burrow",21.8,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 00:04:00,2015-07-23 00:00:00,"Burrow",21.8,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 00:09:00,2015-07-23 00:00:00,"Burrow",21.8,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 00:14:00,2015-07-23 00:00:00,"Burrow",21.8,0
3,1,0,0,0,0,0,360,"tm17",2015-07-23 00:20:00,2015-07-23 00:00:00,"Burrow",21.8,0
2,1,0,0,0,0,0,3120,"tm17",2015-07-23 01:12:00,2015-07-23 01:00:00,"Burrow",21.5,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 01:17:00,2015-07-23 01:00:00,"Burrow",21.5,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 01:22:00,2015-07-23 01:00:00,"Burrow",21.5,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 01:27:00,2015-07-23 01:00:00,"Burrow",21.5,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 01:32:00,2015-07-23 02:00:00,"Burrow",19.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 01:37:00,2015-07-23 02:00:00,"Burrow",19.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 01:42:00,2015-07-23 02:00:00,"Burrow",19.9,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 01:47:00,2015-07-23 02:00:00,"Burrow",19.9,0
1,1,0,0,0,0,0,720,"tm17",2015-07-23 01:59:00,2015-07-23 02:00:00,"Burrow",19.9,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 02:04:00,2015-07-23 02:00:00,"Burrow",19.9,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 02:09:00,2015-07-23 02:00:00,"Burrow",19.9,0
3,1,0,0,0,0,0,360,"tm17",2015-07-23 02:15:00,2015-07-23 02:00:00,"Burrow",19.9,0
1,1,0,0,0,0,0,180,"tm17",2015-07-23 02:18:00,2015-07-23 02:00:00,"Burrow",19.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 02:23:00,2015-07-23 02:00:00,"Burrow",19.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 02:28:00,2015-07-23 02:00:00,"Burrow",19.9,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 02:33:00,2015-07-23 03:00:00,"Burrow",18.4,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 02:38:00,2015-07-23 03:00:00,"Burrow",18.4,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 02:43:00,2015-07-23 03:00:00,"Burrow",18.4,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 02:48:00,2015-07-23 03:00:00,"Burrow",18.4,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 02:53:00,2015-07-23 03:00:00,"Burrow",18.4,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 02:58:00,2015-07-23 03:00:00,"Burrow",18.4,0
1,1,0,0,0,0,0,360,"tm17",2015-07-23 03:04:00,2015-07-23 03:00:00,"Burrow",18.4,0
3,1,0,0,0,0,0,180,"tm17",2015-07-23 03:07:00,2015-07-23 03:00:00,"Burrow",18.4,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 03:12:00,2015-07-23 03:00:00,"Burrow",18.4,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 03:17:00,2015-07-23 03:00:00,"Burrow",18.4,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 03:22:00,2015-07-23 03:00:00,"Burrow",18.4,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 03:27:00,2015-07-23 03:00:00,"Burrow",18.4,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 03:32:00,2015-07-23 04:00:00,"Burrow",17.8,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 03:37:00,2015-07-23 04:00:00,"Burrow",17.8,0
2,1,0,0,0,0,0,360,"tm17",2015-07-23 03:43:00,2015-07-23 04:00:00,"Burrow",17.8,0
3,1,0,0,0,0,0,180,"tm17",2015-07-23 03:46:00,2015-07-23 04:00:00,"Burrow",17.8,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 03:51:00,2015-07-23 04:00:00,"Burrow",17.8,0
2,1,0,0,0,0,0,240,"tm17",2015-07-23 03:55:00,2015-07-23 04:00:00,"Burrow",17.8,0
1,1,0,0,0,0,0,840,"tm17",2015-07-23 04:09:00,2015-07-23 04:00:00,"Burrow",17.8,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 04:14:00,2015-07-23 04:00:00,"Burrow",17.8,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 04:19:00,2015-07-23 04:00:00,"Burrow",17.8,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 04:24:00,2015-07-23 04:00:00,"Burrow",17.8,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 04:29:00,2015-07-23 04:00:00,"Burrow",17.8,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 04:34:00,2015-07-23 05:00:00,"Burrow",17.3,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 04:39:00,2015-07-23 05:00:00,"Burrow",17.3,0
2,1,0,0,0,0,0,360,"tm17",2015-07-23 04:45:00,2015-07-23 05:00:00,"Burrow",17.3,0
2,1,0,0,0,0,0,180,"tm17",2015-07-23 04:48:00,2015-07-23 05:00:00,"Burrow",17.3,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 04:53:00,2015-07-23 05:00:00,"Burrow",17.3,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 04:58:00,2015-07-23 05:00:00,"Burrow",17.3,0
3,1,0,0,0,0,0,900,"tm17",2015-07-23 05:13:00,2015-07-23 05:00:00,"Burrow",17.3,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 05:18:00,2015-07-23 05:00:00,"Burrow",17.3,0
2,1,0,0,0,0,0,240,"tm17",2015-07-23 05:22:00,2015-07-23 05:00:00,"Burrow",17.3,0
1,1,0,0,0,0,0,420,"tm17",2015-07-23 05:29:00,2015-07-23 05:00:00,"Burrow",17.3,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 05:34:00,2015-07-23 06:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 05:39:00,2015-07-23 06:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,360,"tm17",2015-07-23 05:45:00,2015-07-23 06:00:00,"Burrow",16.9,0
3,1,0,0,0,0,0,180,"tm17",2015-07-23 05:48:00,2015-07-23 06:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 05:53:00,2015-07-23 06:00:00,"Burrow",16.9,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 05:58:00,2015-07-23 06:00:00,"Burrow",16.9,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 06:03:00,2015-07-23 06:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,900,"tm17",2015-07-23 06:18:00,2015-07-23 06:00:00,"Burrow",16.9,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 06:23:00,2015-07-23 06:00:00,"Burrow",16.9,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 06:28:00,2015-07-23 06:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 06:33:00,2015-07-23 07:00:00,"Burrow",16.5,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 06:38:00,2015-07-23 07:00:00,"Burrow",16.5,0
1,1,0,0,0,0,0,360,"tm17",2015-07-23 06:44:00,2015-07-23 07:00:00,"Burrow",16.5,0
2,1,0,0,0,0,0,180,"tm17",2015-07-23 06:47:00,2015-07-23 07:00:00,"Burrow",16.5,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 06:52:00,2015-07-23 07:00:00,"Burrow",16.5,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 06:57:00,2015-07-23 07:00:00,"Burrow",16.5,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 07:02:00,2015-07-23 07:00:00,"Burrow",16.5,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 07:07:00,2015-07-23 07:00:00,"Burrow",16.5,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 07:12:00,2015-07-23 07:00:00,"Burrow",16.5,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 07:17:00,2015-07-23 07:00:00,"Burrow",16.5,0
1,1,0,0,0,0,0,360,"tm17",2015-07-23 07:23:00,2015-07-23 07:00:00,"Burrow",16.5,0
1,1,0,0,0,0,0,180,"tm17",2015-07-23 07:26:00,2015-07-23 07:00:00,"Burrow",16.5,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 07:31:00,2015-07-23 08:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 07:36:00,2015-07-23 08:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,240,"tm17",2015-07-23 07:40:00,2015-07-23 08:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,420,"tm17",2015-07-23 07:47:00,2015-07-23 08:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 07:52:00,2015-07-23 08:00:00,"Burrow",16.9,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 07:57:00,2015-07-23 08:00:00,"Burrow",16.9,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 08:02:00,2015-07-23 08:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 08:07:00,2015-07-23 08:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 08:12:00,2015-07-23 08:00:00,"Burrow",16.9,0
3,1,0,0,0,0,0,360,"tm17",2015-07-23 08:18:00,2015-07-23 08:00:00,"Burrow",16.9,0
3,1,0,0,0,0,0,180,"tm17",2015-07-23 08:21:00,2015-07-23 08:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,240,"tm17",2015-07-23 08:25:00,2015-07-23 08:00:00,"Burrow",16.9,0
2,1,0,0,0,0,0,480,"tm17",2015-07-23 08:33:00,2015-07-23 09:00:00,"Burrow",17.2,0
2,1,0,0,0,0,0,180,"tm17",2015-07-23 08:36:00,2015-07-23 09:00:00,"Burrow",17.2,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 08:41:00,2015-07-23 09:00:00,"Burrow",17.2,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 08:46:00,2015-07-23 09:00:00,"Burrow",17.2,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 08:51:00,2015-07-23 09:00:00,"Burrow",17.2,0
2,1,0,0,0,0,0,360,"tm17",2015-07-23 08:57:00,2015-07-23 09:00:00,"Burrow",17.2,0
2,1,0,0,0,0,0,180,"tm17",2015-07-23 09:00:00,2015-07-23 09:00:00,"Burrow",17.2,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 09:05:00,2015-07-23 09:00:00,"Burrow",17.2,0
3,1,0,0,0,0,0,1140,"tm17",2015-07-23 09:24:00,2015-07-23 09:00:00,"Burrow",17.2,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 09:29:00,2015-07-23 09:00:00,"Burrow",17.2,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 09:34:00,2015-07-23 10:00:00,"Burrow",17.9,0
2,1,0,0,0,0,0,360,"tm17",2015-07-23 09:40:00,2015-07-23 10:00:00,"Burrow",17.9,0
3,1,0,0,0,0,0,180,"tm17",2015-07-23 09:43:00,2015-07-23 10:00:00,"Burrow",17.9,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 09:48:00,2015-07-23 10:00:00,"Burrow",17.9,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 09:53:00,2015-07-23 10:00:00,"Burrow",17.9,0
2,1,0,0,0,0,0,360,"tm17",2015-07-23 09:59:00,2015-07-23 10:00:00,"Burrow",17.9,0
3,1,0,0,0,0,0,180,"tm17",2015-07-23 10:02:00,2015-07-23 10:00:00,"Burrow",17.9,0
2,1,0,0,0,0,0,1200,"tm17",2015-07-23 10:22:00,2015-07-23 10:00:00,"Burrow",17.9,0
1,1,0,0,0,0,0,360,"tm17",2015-07-23 10:28:00,2015-07-23 10:00:00,"Burrow",17.9,0
2,1,0,0,0,0,0,180,"tm17",2015-07-23 10:31:00,2015-07-23 11:00:00,"Burrow",18.2,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 10:36:00,2015-07-23 11:00:00,"Burrow",18.2,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 10:41:00,2015-07-23 11:00:00,"Burrow",18.2,0
1,1,0,0,0,0,0,840,"tm17",2015-07-23 10:55:00,2015-07-23 11:00:00,"Burrow",18.2,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 11:00:00,2015-07-23 11:00:00,"Burrow",18.2,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 11:05:00,2015-07-23 11:00:00,"Burrow",18.2,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 11:10:00,2015-07-23 11:00:00,"Burrow",18.2,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 11:15:00,2015-07-23 11:00:00,"Burrow",18.2,0
2,1,0,0,0,0,0,360,"tm17",2015-07-23 11:21:00,2015-07-23 11:00:00,"Burrow",18.2,0
1,1,0,0,0,0,0,180,"tm17",2015-07-23 11:24:00,2015-07-23 11:00:00,"Burrow",18.2,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 11:29:00,2015-07-23 11:00:00,"Burrow",18.2,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 11:34:00,2015-07-23 12:00:00,"Burrow",20.3,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 11:39:00,2015-07-23 12:00:00,"Burrow",20.3,0
3,1,0,0,0,0,0,300,"tm17",2015-07-23 11:44:00,2015-07-23 12:00:00,"Burrow",20.3,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 11:49:00,2015-07-23 12:00:00,"Burrow",20.3,0
2,1,0,0,0,0,0,5280,"tm17",2015-07-23 13:17:00,2015-07-23 13:00:00,"Burrow",23.1,0
1,1,0,0,0,0,0,300,"tm17",2015-07-23 13:22:00,2015-07-23 13:00:00,"Burrow",23.1,0
1,1,0,0,0,0,0,360,"tm17",2015-07-23 13:28:00,2015-07-23 13:00:00,"Burrow",23.1,0
2,1,0,0,0,0,0,17400,"tm17",2015-07-23 18:18:00,2015-07-23 18:00:00,"Burrow",32.4,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 18:23:00,2015-07-23 18:00:00,"Burrow",32.4,0
2,1,0,0,0,0,0,300,"tm17",2015-07-23 18:28:00,2015-07-23 18:00:00,"Burrow",32.4,0
2,1,0,0,0,0,0,360,"tm17",2015-07-23 18:34:00,2015-07-23 19:00:00,"Burrow",32.6,0
2,1,0,0,0,0,0,180,"tm17",2015-07-23 18:37:00,2015-07-23 19:00:00,"Burrow",32.6,0
