"n","X1","X3","X4","X5","X7","dt","id","date","date.round","state","t.ar","rain"
13,0,1,0,0,0,NA,"tm10",2015-01-25 15:20:00,2015-01-25 15:00:00,"Foraging",30.3,0
32,0,1,0,0,0,300,"tm10",2015-01-25 15:25:00,2015-01-25 15:00:00,"Foraging",30.3,0
52,0,1,0,0,0,360,"tm10",2015-01-25 15:31:00,2015-01-25 16:00:00,"Foraging",29.5,0
138,0,1,0,0,0,180,"tm10",2015-01-25 15:34:00,2015-01-25 16:00:00,"Transit",29.5,0
75,0,1,0,0,0,4920,"tm10",2015-01-25 16:56:00,2015-01-25 17:00:00,"Transit",23.3,7
25,0,1,0,0,0,1920,"tm10",2015-01-25 17:28:00,2015-01-25 17:00:00,"Foraging",23.3,7
42,0,1,0,0,0,300,"tm10",2015-01-25 17:33:00,2015-01-25 18:00:00,"Foraging",23.5,0
69,0,1,0,0,0,300,"tm10",2015-01-25 17:38:00,2015-01-25 18:00:00,"Foraging",23.5,0
46,0,1,0,0,0,360,"tm10",2015-01-25 17:44:00,2015-01-25 18:00:00,"Foraging",23.5,0
46,0,1,0,0,0,180,"tm10",2015-01-25 17:47:00,2015-01-25 18:00:00,"Foraging",23.5,0
42,0,1,0,0,0,300,"tm10",2015-01-25 17:52:00,2015-01-25 18:00:00,"Foraging",23.5,0
14,0,1,0,0,0,300,"tm10",2015-01-25 17:57:00,2015-01-25 18:00:00,"Foraging",23.5,0
9,0,1,0,0,0,300,"tm10",2015-01-25 18:02:00,2015-01-25 18:00:00,"Foraging",23.5,0
2,0,1,0,0,0,300,"tm10",2015-01-25 18:07:00,2015-01-25 18:00:00,"Burrow",23.5,0
1,0,1,0,0,0,300,"tm10",2015-01-25 18:12:00,2015-01-25 18:00:00,"Burrow",23.5,0
2,0,1,0,0,0,300,"tm10",2015-01-25 18:17:00,2015-01-25 18:00:00,"Burrow",23.5,0
2,0,1,0,0,0,300,"tm10",2015-01-25 18:22:00,2015-01-25 18:00:00,"Burrow",23.5,0
2,0,1,0,0,0,360,"tm10",2015-01-25 18:28:00,2015-01-25 18:00:00,"Burrow",23.5,0
1,0,1,0,0,0,180,"tm10",2015-01-25 18:31:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
2,0,1,0,0,0,300,"tm10",2015-01-25 18:36:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
2,0,1,0,0,0,300,"tm10",2015-01-25 18:41:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
1,0,1,0,0,0,300,"tm10",2015-01-25 18:46:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
18,0,1,0,0,0,360,"tm10",2015-01-25 18:52:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
7,0,1,0,0,0,180,"tm10",2015-01-25 18:55:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
22,0,1,0,0,0,300,"tm10",2015-01-25 19:00:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
79,0,1,0,0,0,300,"tm10",2015-01-25 19:05:00,2015-01-25 19:00:00,"Transit",24.8,0.2
160,0,1,0,0,0,300,"tm10",2015-01-25 19:10:00,2015-01-25 19:00:00,"Transit",24.8,0.2
97,0,1,0,0,0,840,"tm10",2015-01-25 19:24:00,2015-01-25 19:00:00,"Transit",24.8,0.2
41,0,1,0,0,0,300,"tm10",2015-01-25 19:29:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
8,0,1,0,0,0,300,"tm10",2015-01-25 19:34:00,2015-01-25 20:00:00,"Foraging",24.2,0
5,0,1,0,0,0,300,"tm10",2015-01-25 19:39:00,2015-01-25 20:00:00,"Foraging",24.2,0
66,0,1,0,0,0,300,"tm10",2015-01-25 19:44:00,2015-01-25 20:00:00,"Foraging",24.2,0
74,0,1,0,0,0,360,"tm10",2015-01-25 19:50:00,2015-01-25 20:00:00,"Foraging",24.2,0
19,0,1,0,0,0,180,"tm10",2015-01-25 19:53:00,2015-01-25 20:00:00,"Foraging",24.2,0
44,0,1,0,0,0,300,"tm10",2015-01-25 19:58:00,2015-01-25 20:00:00,"Transit",24.2,0
53,0,1,0,0,0,300,"tm10",2015-01-25 20:03:00,2015-01-25 20:00:00,"Transit",24.2,0
52,0,1,0,0,0,240,"tm10",2015-01-25 20:07:00,2015-01-25 20:00:00,"Transit",24.2,0
58,0,1,0,0,0,360,"tm10",2015-01-25 20:13:00,2015-01-25 20:00:00,"Transit",24.2,0
188,0.48936170212766,0.223404255319149,0,0,0.287234042553192,2100,"tm10",2015-01-25 20:48:00,2015-01-25 21:00:00,"Transit",24.7,0
2,1,0,0,0,0,300,"tm10",2015-01-25 20:53:00,2015-01-25 21:00:00,"Burrow",24.7,0
1,1,0,0,0,0,2520,"tm10",2015-01-25 21:35:00,2015-01-25 22:00:00,"Burrow",24.3,0
1,1,0,0,0,0,300,"tm10",2015-01-25 21:40:00,2015-01-25 22:00:00,"Burrow",24.3,0
1,1,0,0,0,0,2040,"tm10",2015-01-25 22:14:00,2015-01-25 22:00:00,"Burrow",24.3,0
1,1,0,0,0,0,360,"tm10",2015-01-25 22:20:00,2015-01-25 22:00:00,"Burrow",24.3,0
1,1,0,0,0,0,120,"tm10",2015-01-25 22:22:00,2015-01-25 22:00:00,"Burrow",24.3,0
1,1,0,0,0,0,900,"tm10",2015-01-25 22:37:00,2015-01-25 23:00:00,"Burrow",24,0
1,1,0,0,0,0,300,"tm10",2015-01-25 22:42:00,2015-01-25 23:00:00,"Burrow",24,0
1,1,0,0,0,0,20940,"tm10",2015-01-26 04:31:00,2015-01-26 05:00:00,"Burrow",23.3,0
1,1,0,0,0,0,420,"tm10",2015-01-26 04:38:00,2015-01-26 05:00:00,"Burrow",23.3,0
1,1,0,0,0,0,48420,"tm10",2015-01-26 18:05:00,2015-01-26 18:00:00,"Burrow",29.3,0
154,0.279220779220779,0.441558441558442,0,0,0.279220779220779,4260,"tm10",2015-01-26 19:16:00,2015-01-26 19:00:00,"Transit",27.7,0
58,0,1,0,0,0,300,"tm10",2015-01-26 19:21:00,2015-01-26 19:00:00,"Foraging",27.7,0
10,0,1,0,0,0,4500,"tm10",2015-01-26 20:36:00,2015-01-26 21:00:00,"Foraging",27.2,0
12,0,1,0,0,0,1740,"tm10",2015-01-26 21:05:00,2015-01-26 21:00:00,"Foraging",27.2,0
12,0,1,0,0,0,360,"tm10",2015-01-26 21:11:00,2015-01-26 21:00:00,"Foraging",27.2,0
18,0,1,0,0,0,180,"tm10",2015-01-26 21:14:00,2015-01-26 21:00:00,"Foraging",27.2,0
15,0,1,0,0,0,300,"tm10",2015-01-26 21:19:00,2015-01-26 21:00:00,"Foraging",27.2,0
83,0,1,0,0,0,300,"tm10",2015-01-26 21:24:00,2015-01-26 21:00:00,"Foraging",27.2,0
37,0,1,0,0,0,300,"tm10",2015-01-26 21:29:00,2015-01-26 21:00:00,"Foraging",27.2,0
16,0,1,0,0,0,360,"tm10",2015-01-26 21:35:00,2015-01-26 22:00:00,"Foraging",26.8,0
22,0,1,0,0,0,180,"tm10",2015-01-26 21:38:00,2015-01-26 22:00:00,"Foraging",26.8,0
26,0,1,0,0,0,300,"tm10",2015-01-26 21:43:00,2015-01-26 22:00:00,"Foraging",26.8,0
24,0,1,0,0,0,300,"tm10",2015-01-26 21:48:00,2015-01-26 22:00:00,"Foraging",26.8,0
34,0,1,0,0,0,300,"tm10",2015-01-26 21:53:00,2015-01-26 22:00:00,"Foraging",26.8,0
21,0,1,0,0,0,840,"tm10",2015-01-26 22:07:00,2015-01-26 22:00:00,"Foraging",26.8,0
36,0,1,0,0,0,300,"tm10",2015-01-26 22:12:00,2015-01-26 22:00:00,"Foraging",26.8,0
22,0,1,0,0,0,300,"tm10",2015-01-26 22:17:00,2015-01-26 22:00:00,"Foraging",26.8,0
53,0,1,0,0,0,300,"tm10",2015-01-26 22:22:00,2015-01-26 22:00:00,"Foraging",26.8,0
5,0,1,0,0,0,240,"tm10",2015-01-26 22:26:00,2015-01-26 22:00:00,"Foraging",26.8,0
17,0,1,0,0,0,360,"tm10",2015-01-26 22:32:00,2015-01-26 23:00:00,"Foraging",25.9,0
8,0,1,0,0,0,1320,"tm10",2015-01-26 22:54:00,2015-01-26 23:00:00,"Foraging",25.9,0
2,0,1,0,0,0,360,"tm10",2015-01-26 23:00:00,2015-01-26 23:00:00,"Foraging",25.9,0
27,0,1,0,0,0,180,"tm10",2015-01-26 23:03:00,2015-01-26 23:00:00,"Foraging",25.9,0
19,0,1,0,0,0,300,"tm10",2015-01-26 23:08:00,2015-01-26 23:00:00,"Foraging",25.9,0
11,0,1,0,0,0,300,"tm10",2015-01-26 23:13:00,2015-01-26 23:00:00,"Foraging",25.9,0
35,0,1,0,0,0,360,"tm10",2015-01-26 23:19:00,2015-01-26 23:00:00,"Foraging",25.9,0
19,0,1,0,0,0,180,"tm10",2015-01-26 23:22:00,2015-01-26 23:00:00,"Foraging",25.9,0
45,0,1,0,0,0,300,"tm10",2015-01-26 23:27:00,2015-01-26 23:00:00,"Foraging",25.9,0
31,0,1,0,0,0,300,"tm10",2015-01-26 23:32:00,2015-01-27 00:00:00,"Foraging",25.6,0
34,0,1,0,0,0,360,"tm10",2015-01-26 23:38:00,2015-01-27 00:00:00,"Foraging",25.6,0
25,0,1,0,0,0,180,"tm10",2015-01-26 23:41:00,2015-01-27 00:00:00,"Foraging",25.6,0
26,0,1,0,0,0,300,"tm10",2015-01-26 23:46:00,2015-01-27 00:00:00,"Foraging",25.6,0
38,0,1,0,0,0,300,"tm10",2015-01-26 23:51:00,2015-01-27 00:00:00,"Foraging",25.6,0
2,0,1,0,0,0,360,"tm10",2015-01-26 23:57:00,2015-01-27 00:00:00,"Burrow",25.6,0
2,0,1,0,0,0,180,"tm10",2015-01-27 00:00:00,2015-01-27 00:00:00,"Burrow",25.6,0
2,0,1,0,0,0,300,"tm10",2015-01-27 00:05:00,2015-01-27 00:00:00,"Burrow",25.6,0
3,0,1,0,0,0,300,"tm10",2015-01-27 00:10:00,2015-01-27 00:00:00,"Burrow",25.6,0
1,0,1,0,0,0,61260,"tm10",2015-01-27 17:11:00,2015-01-27 17:00:00,"Burrow",33.5,0
1,0,1,0,0,0,300,"tm10",2015-01-27 17:16:00,2015-01-27 17:00:00,"Burrow",33.5,0
3,0,1,0,0,0,300,"tm10",2015-01-27 17:21:00,2015-01-27 17:00:00,"Burrow",33.5,0
104,0,1,0,0,0,360,"tm10",2015-01-27 17:27:00,2015-01-27 17:00:00,"Foraging",33.5,0
19,0,1,0,0,0,180,"tm10",2015-01-27 17:30:00,2015-01-27 18:00:00,"Foraging",31.4,0
16,0,1,0,0,0,300,"tm10",2015-01-27 17:35:00,2015-01-27 18:00:00,"Foraging",31.4,0
42,0,1,0,0,0,300,"tm10",2015-01-27 17:40:00,2015-01-27 18:00:00,"Foraging",31.4,0
27,0,1,0,0,0,240,"tm10",2015-01-27 17:44:00,2015-01-27 18:00:00,"Foraging",31.4,0
20,0,1,0,0,0,420,"tm10",2015-01-27 17:51:00,2015-01-27 18:00:00,"Foraging",31.4,0
18,0,1,0,0,0,300,"tm10",2015-01-27 17:56:00,2015-01-27 18:00:00,"Foraging",31.4,0
42,0,1,0,0,0,300,"tm10",2015-01-27 18:01:00,2015-01-27 18:00:00,"Foraging",31.4,0
25,0,1,0,0,0,300,"tm10",2015-01-27 18:06:00,2015-01-27 18:00:00,"Foraging",31.4,0
51,0,1,0,0,0,300,"tm10",2015-01-27 18:11:00,2015-01-27 18:00:00,"Foraging",31.4,0
11,0,1,0,0,0,300,"tm10",2015-01-27 18:16:00,2015-01-27 18:00:00,"Foraging",31.4,0
5,0,1,0,0,0,300,"tm10",2015-01-27 18:21:00,2015-01-27 18:00:00,"Foraging",31.4,0
9,0,1,0,0,0,300,"tm10",2015-01-27 18:26:00,2015-01-27 18:00:00,"Foraging",31.4,0
51,0,1,0,0,0,300,"tm10",2015-01-27 18:31:00,2015-01-27 19:00:00,"Foraging",31.5,0
19,0,1,0,0,0,300,"tm10",2015-01-27 18:36:00,2015-01-27 19:00:00,"Foraging",31.5,0
30,0,1,0,0,0,300,"tm10",2015-01-27 18:41:00,2015-01-27 19:00:00,"Foraging",31.5,0
40,0,1,0,0,0,300,"tm10",2015-01-27 18:46:00,2015-01-27 19:00:00,"Foraging",31.5,0
112,0.758928571428571,0.0535714285714286,0,0,0.1875,300,"tm10",2015-01-27 18:51:00,2015-01-27 19:00:00,"Transit",31.5,0
75,1,0,0,0,0,300,"tm10",2015-01-27 18:56:00,2015-01-27 19:00:00,"Transit",31.5,0
64,1,0,0,0,0,300,"tm10",2015-01-27 19:01:00,2015-01-27 19:00:00,"Transit",31.5,0
51,1,0,0,0,0,300,"tm10",2015-01-27 19:06:00,2015-01-27 19:00:00,"Transit",31.5,0
101,1,0,0,0,0,300,"tm10",2015-01-27 19:11:00,2015-01-27 19:00:00,"Transit",31.5,0
88,1,0,0,0,0,240,"tm10",2015-01-27 19:15:00,2015-01-27 19:00:00,"Transit",31.5,0
39,1,0,0,0,0,420,"tm10",2015-01-27 19:22:00,2015-01-27 19:00:00,"Foraging",31.5,0
40,1,0,0,0,0,360,"tm10",2015-01-27 19:28:00,2015-01-27 19:00:00,"Foraging",31.5,0
7,1,0,0,0,0,180,"tm10",2015-01-27 19:31:00,2015-01-27 20:00:00,"Foraging",31.5,0
15,1,0,0,0,0,300,"tm10",2015-01-27 19:36:00,2015-01-27 20:00:00,"Foraging",31.5,0
14,1,0,0,0,0,300,"tm10",2015-01-27 19:41:00,2015-01-27 20:00:00,"Foraging",31.5,0
13,1,0,0,0,0,300,"tm10",2015-01-27 19:46:00,2015-01-27 20:00:00,"Foraging",31.5,0
6,1,0,0,0,0,300,"tm10",2015-01-27 19:51:00,2015-01-27 20:00:00,"Foraging",31.5,0
17,1,0,0,0,0,300,"tm10",2015-01-27 19:56:00,2015-01-27 20:00:00,"Foraging",31.5,0
94,1,0,0,0,0,300,"tm10",2015-01-27 20:01:00,2015-01-27 20:00:00,"Foraging",31.5,0
72,1,0,0,0,0,1560,"tm10",2015-01-27 20:27:00,2015-01-27 20:00:00,"Foraging",31.5,0
10,1,0,0,0,0,360,"tm10",2015-01-27 20:33:00,2015-01-27 21:00:00,"Foraging",32,0
6,1,0,0,0,0,180,"tm10",2015-01-27 20:36:00,2015-01-27 21:00:00,"Foraging",32,0
24,1,0,0,0,0,300,"tm10",2015-01-27 20:41:00,2015-01-27 21:00:00,"Foraging",32,0
23,1,0,0,0,0,300,"tm10",2015-01-27 20:46:00,2015-01-27 21:00:00,"Foraging",32,0
39,1,0,0,0,0,300,"tm10",2015-01-27 20:51:00,2015-01-27 21:00:00,"Foraging",32,0
21,1,0,0,0,0,360,"tm10",2015-01-27 20:57:00,2015-01-27 21:00:00,"Foraging",32,0
16,1,0,0,0,0,180,"tm10",2015-01-27 21:00:00,2015-01-27 21:00:00,"Foraging",32,0
27,1,0,0,0,0,300,"tm10",2015-01-27 21:05:00,2015-01-27 21:00:00,"Foraging",32,0
10,1,0,0,0,0,900,"tm10",2015-01-27 21:20:00,2015-01-27 21:00:00,"Foraging",32,0
9,1,0,0,0,0,360,"tm10",2015-01-27 21:26:00,2015-01-27 21:00:00,"Foraging",32,0
19,1,0,0,0,0,180,"tm10",2015-01-27 21:29:00,2015-01-27 21:00:00,"Foraging",32,0
373,0.7828418230563,0,0,0,0.2171581769437,300,"tm10",2015-01-27 21:34:00,2015-01-27 22:00:00,"Transit",29.4,0
29,0.206896551724138,0,0,0,0.793103448275862,4620,"tm10",2015-01-27 22:51:00,2015-01-27 23:00:00,"Foraging",27.9,0
74,0.256756756756757,0.445945945945946,0,0,0.297297297297297,300,"tm10",2015-01-27 22:56:00,2015-01-27 23:00:00,"Foraging",27.9,0
32,0,0.78125,0,0,0.21875,300,"tm10",2015-01-27 23:01:00,2015-01-27 23:00:00,"Foraging",27.9,0
29,0,0.862068965517241,0,0,0.137931034482759,360,"tm10",2015-01-27 23:07:00,2015-01-27 23:00:00,"Foraging",27.9,0
55,0,0.945454545454545,0,0,0.0545454545454545,180,"tm10",2015-01-27 23:10:00,2015-01-27 23:00:00,"Foraging",27.9,0
9,0,1,0,0,0,300,"tm10",2015-01-27 23:15:00,2015-01-27 23:00:00,"Foraging",27.9,0
10,0,1,0,0,0,300,"tm10",2015-01-27 23:20:00,2015-01-27 23:00:00,"Foraging",27.9,0
13,0,1,0,0,0,360,"tm10",2015-01-27 23:26:00,2015-01-27 23:00:00,"Foraging",27.9,0
32,0,1,0,0,0,180,"tm10",2015-01-27 23:29:00,2015-01-27 23:00:00,"Foraging",27.9,0
37,0,1,0,0,0,300,"tm10",2015-01-27 23:34:00,2015-01-28 00:00:00,"Foraging",27.5,0
17,0,1,0,0,0,300,"tm10",2015-01-27 23:39:00,2015-01-28 00:00:00,"Foraging",27.5,0
30,0,1,0,0,0,300,"tm10",2015-01-27 23:44:00,2015-01-28 00:00:00,"Foraging",27.5,0
50,0,1,0,0,0,360,"tm10",2015-01-27 23:50:00,2015-01-28 00:00:00,"Foraging",27.5,0
27,0,1,0,0,0,180,"tm10",2015-01-27 23:53:00,2015-01-28 00:00:00,"Foraging",27.5,0
34,0,1,0,0,0,300,"tm10",2015-01-27 23:58:00,2015-01-28 00:00:00,"Foraging",27.5,0
2,0,1,0,0,0,900,"tm10",2015-01-28 00:13:00,2015-01-28 00:00:00,"Burrow",27.5,0
2,0,1,0,0,0,300,"tm10",2015-01-28 00:18:00,2015-01-28 00:00:00,"Burrow",27.5,0
293,0.068259385665529,0.931740614334471,0,0,0,67260,"tm10",2015-01-28 18:59:00,2015-01-28 19:00:00,"Transit",34.2,0
92,0.130434782608696,0.869565217391304,0,0,0,1200,"tm10",2015-01-28 19:19:00,2015-01-28 19:00:00,"Transit",34.2,0
158,0.278481012658228,0.721518987341772,0,0,0,300,"tm10",2015-01-28 19:24:00,2015-01-28 19:00:00,"Transit",34.2,0
29,0.862068965517241,0.137931034482759,0,0,0,300,"tm10",2015-01-28 19:29:00,2015-01-28 19:00:00,"Transit",34.2,0
95,0,1,0,0,0,300,"tm10",2015-01-28 19:34:00,2015-01-28 20:00:00,"Transit",31.6,0
209,0,1,0,0,0,240,"tm10",2015-01-28 19:38:00,2015-01-28 20:00:00,"Transit",31.6,0
36,0,1,0,0,0,5640,"tm10",2015-01-28 21:12:00,2015-01-28 21:00:00,"Transit",32.1,0
92,0,1,0,0,0,300,"tm10",2015-01-28 21:17:00,2015-01-28 21:00:00,"Transit",32.1,0
37,0,1,0,0,0,1860,"tm10",2015-01-28 21:48:00,2015-01-28 22:00:00,"Foraging",30,0
20,0,1,0,0,0,300,"tm10",2015-01-28 21:53:00,2015-01-28 22:00:00,"Foraging",30,0
40,0,1,0,0,0,300,"tm10",2015-01-28 21:58:00,2015-01-28 22:00:00,"Foraging",30,0
25,0,1,0,0,0,300,"tm10",2015-01-28 22:03:00,2015-01-28 22:00:00,"Foraging",30,0
14,0,1,0,0,0,300,"tm10",2015-01-28 22:08:00,2015-01-28 22:00:00,"Foraging",30,0
6,0,1,0,0,0,360,"tm10",2015-01-28 22:14:00,2015-01-28 22:00:00,"Foraging",30,0
6,0,1,0,0,0,180,"tm10",2015-01-28 22:17:00,2015-01-28 22:00:00,"Foraging",30,0
37,0,1,0,0,0,300,"tm10",2015-01-28 22:22:00,2015-01-28 22:00:00,"Foraging",30,0
35,0,1,0,0,0,300,"tm10",2015-01-28 22:27:00,2015-01-28 22:00:00,"Foraging",30,0
7,0,1,0,0,0,300,"tm10",2015-01-28 22:32:00,2015-01-28 23:00:00,"Foraging",28.2,0
83,0.228915662650602,0.373493975903614,0,0,0.397590361445783,300,"tm10",2015-01-28 22:37:00,2015-01-28 23:00:00,"Foraging",28.2,0
45,0.511111111111111,0,0,0,0.488888888888889,300,"tm10",2015-01-28 22:42:00,2015-01-28 23:00:00,"Foraging",28.2,0
20,0.6,0,0,0,0.4,300,"tm10",2015-01-28 22:47:00,2015-01-28 23:00:00,"Foraging",28.2,0
25,0.64,0,0,0,0.36,300,"tm10",2015-01-28 22:52:00,2015-01-28 23:00:00,"Foraging",28.2,0
5,1,0,0,0,0,360,"tm10",2015-01-28 22:58:00,2015-01-28 23:00:00,"Foraging",28.2,0
22,0.318181818181818,0.681818181818182,0,0,0,180,"tm10",2015-01-28 23:01:00,2015-01-28 23:00:00,"Foraging",28.2,0
37,0.486486486486487,0.513513513513513,0,0,0,300,"tm10",2015-01-28 23:06:00,2015-01-28 23:00:00,"Foraging",28.2,0
58,0.53448275862069,0,0,0,0.46551724137931,300,"tm10",2015-01-28 23:11:00,2015-01-28 23:00:00,"Foraging",28.2,0
37,1,0,0,0,0,300,"tm10",2015-01-28 23:16:00,2015-01-28 23:00:00,"Transit",28.2,0
70,0.8,0.2,0,0,0,360,"tm10",2015-01-28 23:22:00,2015-01-28 23:00:00,"Transit",28.2,0
47,0,1,0,0,0,180,"tm10",2015-01-28 23:25:00,2015-01-28 23:00:00,"Transit",28.2,0
135,0.0592592592592593,0.518518518518518,0,0,0.422222222222222,300,"tm10",2015-01-28 23:30:00,2015-01-29 00:00:00,"Transit",28,0
13,1,0,0,0,0,1440,"tm10",2015-01-28 23:54:00,2015-01-29 00:00:00,"Foraging",28,0
31,1,0,0,0,0,300,"tm10",2015-01-28 23:59:00,2015-01-29 00:00:00,"Foraging",28,0
92,0.510869565217391,0.217391304347826,0,0,0.271739130434783,360,"tm10",2015-01-29 00:05:00,2015-01-29 00:00:00,"Transit",28,0
24,0,1,0,0,0,1920,"tm10",2015-01-29 00:37:00,2015-01-29 01:00:00,"Transit",27.6,0
99,0,1,0,0,0,300,"tm10",2015-01-29 00:42:00,2015-01-29 01:00:00,"Transit",27.6,0
51,0,1,0,0,0,900,"tm10",2015-01-29 00:57:00,2015-01-29 01:00:00,"Transit",27.6,0
70,0,1,0,0,0,300,"tm10",2015-01-29 01:02:00,2015-01-29 01:00:00,"Transit",27.6,0
35,0,1,0,0,0,300,"tm10",2015-01-29 01:07:00,2015-01-29 01:00:00,"Transit",27.6,0
46,0,1,0,0,0,300,"tm10",2015-01-29 01:12:00,2015-01-29 01:00:00,"Transit",27.6,0
116,0,0.896551724137931,0,0,0.103448275862069,840,"tm10",2015-01-29 01:26:00,2015-01-29 01:00:00,"Transit",27.6,0
49,0,0.653061224489796,0,0,0.346938775510204,300,"tm10",2015-01-29 01:31:00,2015-01-29 02:00:00,"Transit",26.6,0
104,0,0.778846153846154,0,0,0.221153846153846,300,"tm10",2015-01-29 01:36:00,2015-01-29 02:00:00,"Transit",26.6,0
7,0,0.571428571428571,0,0,0.428571428571429,5880,"tm10",2015-01-29 03:14:00,2015-01-29 03:00:00,"Foraging",26.1,0
50,0.44,0.56,0,0,0,180,"tm10",2015-01-29 03:17:00,2015-01-29 03:00:00,"Foraging",26.1,0
45,0.222222222222222,0,0,0,0.777777777777778,1200,"tm10",2015-01-29 03:37:00,2015-01-29 04:00:00,"Foraging",26,0
10,1,0,0,0,0,360,"tm10",2015-01-29 03:43:00,2015-01-29 04:00:00,"Foraging",26,0
6,1,0,0,0,0,180,"tm10",2015-01-29 03:46:00,2015-01-29 04:00:00,"Foraging",26,0
17,1,0,0,0,0,300,"tm10",2015-01-29 03:51:00,2015-01-29 04:00:00,"Foraging",26,0
43,0.674418604651163,0,0,0,0.325581395348837,300,"tm10",2015-01-29 03:56:00,2015-01-29 04:00:00,"Foraging",26,0
26,0,0,0,0,1,300,"tm10",2015-01-29 04:01:00,2015-01-29 04:00:00,"Foraging",26,0
13,0,0,0,0,1,900,"tm10",2015-01-29 04:16:00,2015-01-29 04:00:00,"Foraging",26,0
30,0,0.366666666666667,0,0,0.633333333333333,1140,"tm10",2015-01-29 04:35:00,2015-01-29 05:00:00,"Foraging",25.7,0
70,0,0.614285714285714,0,0,0.385714285714286,300,"tm10",2015-01-29 04:40:00,2015-01-29 05:00:00,"Foraging",25.7,0
38,0,1,0,0,0,1140,"tm10",2015-01-29 04:59:00,2015-01-29 05:00:00,"Foraging",25.7,0
43,0,1,0,0,0,300,"tm10",2015-01-29 05:04:00,2015-01-29 05:00:00,"Foraging",25.7,0
2,0,1,0,0,0,300,"tm10",2015-01-29 05:09:00,2015-01-29 05:00:00,"Burrow",25.7,0
1,0,1,0,0,0,300,"tm10",2015-01-29 05:14:00,2015-01-29 05:00:00,"Burrow",25.7,0
2,0,1,0,0,0,300,"tm10",2015-01-29 05:19:00,2015-01-29 05:00:00,"Burrow",25.7,0
2,0,1,0,0,0,300,"tm10",2015-01-29 05:24:00,2015-01-29 05:00:00,"Burrow",25.7,0
2,0,1,0,0,0,300,"tm10",2015-01-29 05:29:00,2015-01-29 05:00:00,"Burrow",25.7,0
264,0.833333333333333,0.0946969696969697,0,0,0.071969696969697,240,"tm10",2015-01-29 05:33:00,2015-01-29 06:00:00,"Transit",25.1,0
50,1,0,0,0,0,55800,"tm10",2015-01-29 21:03:00,2015-01-29 21:00:00,"Transit",24.8,0.4
57,1,0,0,0,0,300,"tm10",2015-01-29 21:08:00,2015-01-29 21:00:00,"Transit",24.8,0.4
108,1,0,0,0,0,300,"tm10",2015-01-29 21:13:00,2015-01-29 21:00:00,"Transit",24.8,0.4
46,1,0,0,0,0,1320,"tm10",2015-01-29 21:35:00,2015-01-29 22:00:00,"Foraging",25.1,0
10,1,0,0,0,0,300,"tm10",2015-01-29 21:40:00,2015-01-29 22:00:00,"Foraging",25.1,0
1,1,0,0,0,0,300,"tm10",2015-01-29 21:45:00,2015-01-29 22:00:00,"Burrow",25.1,0
2,1,0,0,0,0,240,"tm10",2015-01-29 21:49:00,2015-01-29 22:00:00,"Burrow",25.1,0
1,1,0,0,0,0,360,"tm10",2015-01-29 21:55:00,2015-01-29 22:00:00,"Burrow",25.1,0
1,1,0,0,0,0,4620,"tm10",2015-01-29 23:12:00,2015-01-29 23:00:00,"Burrow",24.8,0
30,1,0,0,0,0,300,"tm10",2015-01-29 23:17:00,2015-01-29 23:00:00,"Foraging",24.8,0
13,1,0,0,0,0,360,"tm10",2015-01-29 23:23:00,2015-01-29 23:00:00,"Foraging",24.8,0
9,1,0,0,0,0,180,"tm10",2015-01-29 23:26:00,2015-01-29 23:00:00,"Foraging",24.8,0
16,1,0,0,0,0,300,"tm10",2015-01-29 23:31:00,2015-01-30 00:00:00,"Foraging",25.1,0
30,1,0,0,0,0,300,"tm10",2015-01-29 23:36:00,2015-01-30 00:00:00,"Foraging",25.1,0
5,1,0,0,0,0,300,"tm10",2015-01-29 23:41:00,2015-01-30 00:00:00,"Foraging",25.1,0
15,1,0,0,0,0,360,"tm10",2015-01-29 23:47:00,2015-01-30 00:00:00,"Foraging",25.1,0
38,1,0,0,0,0,180,"tm10",2015-01-29 23:50:00,2015-01-30 00:00:00,"Foraging",25.1,0
11,1,0,0,0,0,300,"tm10",2015-01-29 23:55:00,2015-01-30 00:00:00,"Foraging",25.1,0
31,1,0,0,0,0,300,"tm10",2015-01-30 00:00:00,2015-01-30 00:00:00,"Foraging",25.1,0
3,1,0,0,0,0,360,"tm10",2015-01-30 00:06:00,2015-01-30 00:00:00,"Foraging",25.1,0
29,1,0,0,0,0,180,"tm10",2015-01-30 00:09:00,2015-01-30 00:00:00,"Foraging",25.1,0
11,1,0,0,0,0,300,"tm10",2015-01-30 00:14:00,2015-01-30 00:00:00,"Foraging",25.1,0
35,1,0,0,0,0,300,"tm10",2015-01-30 00:19:00,2015-01-30 00:00:00,"Foraging",25.1,0
17,1,0,0,0,0,300,"tm10",2015-01-30 00:24:00,2015-01-30 00:00:00,"Foraging",25.1,0
14,1,0,0,0,0,360,"tm10",2015-01-30 00:30:00,2015-01-30 01:00:00,"Foraging",25.1,0
