"n","ndvi","X1","X3","X4","X5","X7","dt","id","date","date.round","state","t.ar","rain"
2,0.653182543271874,0,0,0,1,0,300,"tm4",2014-11-17 16:42:00,2014-11-17 17:00:00,"Foraging",33.6,0
2,0.656462975191685,0,0,0,1,0,360,"tm4",2014-11-17 16:48:00,2014-11-17 17:00:00,"Foraging",33.6,0
2,0.670072484239195,0,0,0,1,0,180,"tm4",2014-11-17 16:51:00,2014-11-17 17:00:00,"Foraging",33.6,0
6,0.699298833333689,0,0,0,1,0,300,"tm4",2014-11-17 16:56:00,2014-11-17 17:00:00,"Transit",33.6,0
8,0.637137527166852,0,0,0,1,0,900,"tm4",2014-11-17 17:11:00,2014-11-17 17:00:00,"Transit",33.6,0
2,0.669343523434396,0,0,0,1,0,1500,"tm4",2014-11-17 17:36:00,2014-11-17 18:00:00,"Transit",33.1,0
5,0.641506856418876,0,0,0,1,0,300,"tm4",2014-11-17 17:41:00,2014-11-17 18:00:00,"Transit",33.1,0
3,0.623100847345462,0,0,0,1,0,300,"tm4",2014-11-17 17:46:00,2014-11-17 18:00:00,"Transit",33.1,0
6,0.62940816477405,0,0,0,1,0,360,"tm4",2014-11-17 17:52:00,2014-11-17 18:00:00,"Transit",33.1,0
8,0.630567696700295,0,0,0,1,0,180,"tm4",2014-11-17 17:55:00,2014-11-17 18:00:00,"Transit",33.1,0
5,0.658799694195776,0,0,0,1,0,960,"tm4",2014-11-17 18:11:00,2014-11-17 18:00:00,"Transit",33.1,0
7,0.671190276418872,0,0,0,1,0,180,"tm4",2014-11-17 18:14:00,2014-11-17 18:00:00,"Transit",33.1,0
1,0.655487175669925,0,0,0,1,0,960,"tm4",2014-11-17 18:30:00,2014-11-17 19:00:00,"Foraging",32.9,0
3,0.679397537880966,0,0,0,1,0,180,"tm4",2014-11-17 18:33:00,2014-11-17 19:00:00,"Foraging",32.9,0
1,0.708246363464723,0,0,0,1,0,300,"tm4",2014-11-17 18:38:00,2014-11-17 19:00:00,"Foraging",32.9,0
1,0.708246363464723,0,0,0,1,0,300,"tm4",2014-11-17 18:43:00,2014-11-17 19:00:00,"Foraging",32.9,0
1,0.708246363464723,0,0,0,1,0,360,"tm4",2014-11-17 18:49:00,2014-11-17 19:00:00,"Foraging",32.9,0
4,0.721634270233682,0,0,0,1,0,180,"tm4",2014-11-17 18:52:00,2014-11-17 19:00:00,"Foraging",32.9,0
1,0.735939164571258,0,0,0,1,0,300,"tm4",2014-11-17 18:57:00,2014-11-17 19:00:00,"Foraging",32.9,0
1,0.735939164571258,0,0,0,1,0,300,"tm4",2014-11-17 19:02:00,2014-11-17 19:00:00,"Foraging",32.9,0
1,0.735939164571258,0,0,0,1,0,360,"tm4",2014-11-17 19:08:00,2014-11-17 19:00:00,"Foraging",32.9,0
1,0.735939164571258,0,0,0,1,0,180,"tm4",2014-11-17 19:11:00,2014-11-17 19:00:00,"Foraging",32.9,0
3,0.699286661865446,0,0,0,1,0,240,"tm4",2014-11-17 19:15:00,2014-11-17 19:00:00,"Foraging",32.9,0
2,0.647466979091362,0,0,0,1,0,900,"tm4",2014-11-17 19:30:00,2014-11-17 20:00:00,"Foraging",33,0
3,0.645745093121677,0,0,0,1,0,180,"tm4",2014-11-17 19:33:00,2014-11-17 20:00:00,"Foraging",33,0
5,0.66623650831612,0,0,0,1,0,300,"tm4",2014-11-17 19:38:00,2014-11-17 20:00:00,"Transit",33,0
3,0.683538387729775,0,0,0,1,0,360,"tm4",2014-11-17 19:44:00,2014-11-17 20:00:00,"Transit",33,0
5,0.688591450392547,0,0,0,1,0,180,"tm4",2014-11-17 19:47:00,2014-11-17 20:00:00,"Transit",33,0
2,0.667794616267067,0,0,0,1,0,300,"tm4",2014-11-17 19:52:00,2014-11-17 20:00:00,"Foraging",33,0
2,0.667063858857926,0,0,0,1,0,300,"tm4",2014-11-17 19:57:00,2014-11-17 20:00:00,"Foraging",33,0
2,0.667063858857926,0,0,0,1,0,240,"tm4",2014-11-17 20:01:00,2014-11-17 20:00:00,"Foraging",33,0
3,0.66209247188446,0,0,0,1,0,420,"tm4",2014-11-17 20:08:00,2014-11-17 20:00:00,"Foraging",33,0
1,0.652149697937529,0,0,0,1,0,300,"tm4",2014-11-17 20:13:00,2014-11-17 20:00:00,"Foraging",33,0
2,0.658717002787881,0,0,0,1,0,360,"tm4",2014-11-17 20:19:00,2014-11-17 20:00:00,"Foraging",33,0
3,0.648483332894474,0,0,0,1,0,180,"tm4",2014-11-17 20:22:00,2014-11-17 20:00:00,"Foraging",33,0
2,0.643513858073944,0,0,0,1,0,300,"tm4",2014-11-17 20:27:00,2014-11-17 20:00:00,"Transit",33,0
14,0.687648022567525,0,0.0714285714285714,0,0.928571428571429,0,300,"tm4",2014-11-17 20:32:00,2014-11-17 21:00:00,"Transit",32.2,0
4,0.627627775461096,0,0,0,1,0,2040,"tm4",2014-11-17 21:06:00,2014-11-17 21:00:00,"Transit",32.2,0
6,0.73947424042505,0,0.5,0,0.5,0,180,"tm4",2014-11-17 21:09:00,2014-11-17 21:00:00,"Transit",32.2,0
1,0.839690527346242,0,1,0,0,0,780,"tm4",2014-11-17 21:22:00,2014-11-17 21:00:00,"Foraging",32.2,0
3,0.79730431875003,0,1,0,0,0,180,"tm4",2014-11-17 21:25:00,2014-11-17 21:00:00,"Foraging",32.2,0
2,0.797556602381243,0,1,0,0,0,300,"tm4",2014-11-17 21:30:00,2014-11-17 22:00:00,"Foraging",31.4,0
1,0.824199088535564,0,1,0,0,0,300,"tm4",2014-11-17 21:35:00,2014-11-17 22:00:00,"Foraging",31.4,0
4,0.8185528053944,0,1,0,0,0,300,"tm4",2014-11-17 21:40:00,2014-11-17 22:00:00,"Foraging",31.4,0
1,0.839690527346242,0,1,0,0,0,300,"tm4",2014-11-17 21:45:00,2014-11-17 22:00:00,"Foraging",31.4,0
1,0.839690527346242,0,1,0,0,0,300,"tm4",2014-11-17 21:50:00,2014-11-17 22:00:00,"Burrow",31.4,0
1,0.839690527346242,0,1,0,0,0,300,"tm4",2014-11-17 21:55:00,2014-11-17 22:00:00,"Burrow",31.4,0
1,0.839690527346242,0,1,0,0,0,300,"tm4",2014-11-17 22:00:00,2014-11-17 22:00:00,"Burrow",31.4,0
1,0.839690527346242,0,1,0,0,0,780,"tm4",2014-11-17 22:13:00,2014-11-17 22:00:00,"Burrow",31.4,0
1,0.839690527346242,0,1,0,0,0,9060,"tm4",2014-11-18 00:44:00,2014-11-18 01:00:00,"Burrow",27.8,0
1,0.839690527346242,0,1,0,0,0,17280,"tm4",2014-11-18 05:32:00,2014-11-18 06:00:00,"Burrow",26.3,0
1,0.839690527346242,0,1,0,0,0,180,"tm4",2014-11-18 05:35:00,2014-11-18 06:00:00,"Burrow",26.3,0
1,0.839690527346242,0,1,0,0,0,4380,"tm4",2014-11-18 06:48:00,2014-11-18 07:00:00,"Burrow",25.2,0
1,0.839690527346242,0,1,0,0,0,300,"tm4",2014-11-18 06:53:00,2014-11-18 07:00:00,"Burrow",25.2,0
1,0.839690527346242,0,1,0,0,0,300,"tm4",2014-11-18 06:58:00,2014-11-18 07:00:00,"Burrow",25.2,0
1,0.839690527346242,0,1,0,0,0,300,"tm4",2014-11-18 07:03:00,2014-11-18 07:00:00,"Burrow",25.2,0
1,0.839690527346242,0,1,0,0,0,300,"tm4",2014-11-18 07:08:00,2014-11-18 07:00:00,"Burrow",25.2,0
1,0.839690527346242,0,1,0,0,0,300,"tm4",2014-11-18 07:13:00,2014-11-18 07:00:00,"Burrow",25.2,0
1,0.839690527346242,0,1,0,0,0,2940,"tm4",2014-11-18 08:02:00,2014-11-18 08:00:00,"Burrow",24.1,0
1,0.839690527346242,0,1,0,0,0,10920,"tm4",2014-11-18 11:04:00,2014-11-18 11:00:00,"Burrow",25.5,0
1,0.839690527346242,0,1,0,0,0,300,"tm4",2014-11-18 11:09:00,2014-11-18 11:00:00,"Burrow",25.5,0
1,0.839690527346242,0,1,0,0,0,7080,"tm4",2014-11-18 13:07:00,2014-11-18 13:00:00,"Burrow",29.6,0
25,0.739075114039335,0,0.32,0,0.68,0,300,"tm4",2014-11-18 13:12:00,2014-11-18 13:00:00,"Transit",29.6,0
3,0.647039068574685,0,0,0,1,0,22920,"tm4",2014-11-18 19:34:00,2014-11-18 20:00:00,"Transit",34.3,0
3,0.637076293474264,0,0,0,1,0,360,"tm4",2014-11-18 19:40:00,2014-11-18 20:00:00,"Transit",34.3,0
2,0.618541226490676,0,0,0,1,0,180,"tm4",2014-11-18 19:43:00,2014-11-18 20:00:00,"Foraging",34.3,0
2,0.612990094948446,0,0,0,1,0,300,"tm4",2014-11-18 19:48:00,2014-11-18 20:00:00,"Foraging",34.3,0
1,0.607170401554247,0,0,0,1,0,300,"tm4",2014-11-18 19:53:00,2014-11-18 20:00:00,"Foraging",34.3,0
2,0.608649468956311,0,0,0,1,0,300,"tm4",2014-11-18 19:58:00,2014-11-18 20:00:00,"Foraging",34.3,0
4,0.606441268178477,0,0,0,1,0,360,"tm4",2014-11-18 20:04:00,2014-11-18 20:00:00,"Transit",34.3,0
4,0.626042600075186,0,0,0,1,0,120,"tm4",2014-11-18 20:06:00,2014-11-18 20:00:00,"Transit",34.3,0
3,0.635456621999536,0,0,0,1,0,480,"tm4",2014-11-18 20:14:00,2014-11-18 20:00:00,"Transit",34.3,0
4,0.654174917074526,0,0,0,1,0,180,"tm4",2014-11-18 20:17:00,2014-11-18 20:00:00,"Transit",34.3,0
3,0.651119211569243,0,0,0,1,0,300,"tm4",2014-11-18 20:22:00,2014-11-18 20:00:00,"Transit",34.3,0
2,0.635499139177313,0,0,0,1,0,300,"tm4",2014-11-18 20:27:00,2014-11-18 20:00:00,"Transit",34.3,0
3,0.603221243769412,0,0,0,1,0,300,"tm4",2014-11-18 20:32:00,2014-11-18 21:00:00,"Transit",33,0
3,0.600629697307934,0,0,0,1,0,360,"tm4",2014-11-18 20:38:00,2014-11-18 21:00:00,"Transit",33,0
2,0.610727991916867,0,0,0,1,0,180,"tm4",2014-11-18 20:41:00,2014-11-18 21:00:00,"Transit",33,0
3,0.606989793400195,0,0,0,1,0,300,"tm4",2014-11-18 20:46:00,2014-11-18 21:00:00,"Foraging",33,0
8,0.622828504639901,0,0,0,1,0,300,"tm4",2014-11-18 20:51:00,2014-11-18 21:00:00,"Transit",33,0
4,0.628548974888291,0,0,0,1,0,1140,"tm4",2014-11-18 21:10:00,2014-11-18 21:00:00,"Transit",33,0
1,0.62572444614504,0,0,0,1,0,300,"tm4",2014-11-18 21:15:00,2014-11-18 21:00:00,"Transit",33,0
5,0.651602874834717,0,0,0,1,0,300,"tm4",2014-11-18 21:20:00,2014-11-18 21:00:00,"Transit",33,0
2,0.675218364554747,0,0,0,1,0,2040,"tm4",2014-11-18 21:54:00,2014-11-18 22:00:00,"Transit",31.4,0
6,0.645489861271215,0,0,0,1,0,240,"tm4",2014-11-18 21:58:00,2014-11-18 22:00:00,"Transit",31.4,0
2,0.654429115237945,0,0,0,1,0,1440,"tm4",2014-11-18 22:22:00,2014-11-18 22:00:00,"Foraging",31.4,0
2,0.659902519479808,0,0,0,1,0,300,"tm4",2014-11-18 22:27:00,2014-11-18 22:00:00,"Foraging",31.4,0
2,0.668782780442339,0,0,0,1,0,300,"tm4",2014-11-18 22:32:00,2014-11-18 23:00:00,"Foraging",31.4,0
1,0.680463185030882,0,0,0,1,0,360,"tm4",2014-11-18 22:38:00,2014-11-18 23:00:00,"Foraging",31.4,0
2,0.68384681975315,0,0,0,1,0,180,"tm4",2014-11-18 22:41:00,2014-11-18 23:00:00,"Foraging",31.4,0
2,0.734269383576172,0,0.5,0,0.5,0,300,"tm4",2014-11-18 22:46:00,2014-11-18 23:00:00,"Foraging",31.4,0
2,0.776111214451924,0,1,0,0,0,300,"tm4",2014-11-18 22:51:00,2014-11-18 23:00:00,"Foraging",31.4,0
3,0.766281283535453,0,0.333333333333333,0,0.666666666666667,0,300,"tm4",2014-11-18 22:56:00,2014-11-18 23:00:00,"Foraging",31.4,0
4,0.813172260309446,0,0.75,0,0.25,0,840,"tm4",2014-11-18 23:10:00,2014-11-18 23:00:00,"Transit",31.4,0
3,0.841462212567793,0,1,0,0,0,300,"tm4",2014-11-18 23:15:00,2014-11-18 23:00:00,"Transit",31.4,0
5,0.823899968493173,0,1,0,0,0,300,"tm4",2014-11-18 23:20:00,2014-11-18 23:00:00,"Transit",31.4,0
2,0.797556602381243,0,1,0,0,0,300,"tm4",2014-11-18 23:25:00,2014-11-18 23:00:00,"Foraging",31.4,0
2,0.740337751799967,0,0.5,0,0.5,0,300,"tm4",2014-11-18 23:30:00,2014-11-19 00:00:00,"Foraging",30.6,0
3,0.704201100451019,0,0,0,1,0,360,"tm4",2014-11-18 23:36:00,2014-11-19 00:00:00,"Foraging",30.6,0
1,0.715611459504626,0,0,0,1,0,180,"tm4",2014-11-18 23:39:00,2014-11-19 00:00:00,"Foraging",30.6,0
3,0.693030287752375,0,0,0,1,0,300,"tm4",2014-11-18 23:44:00,2014-11-19 00:00:00,"Foraging",30.6,0
2,0.659902519479808,0,0,0,1,0,300,"tm4",2014-11-18 23:49:00,2014-11-19 00:00:00,"Foraging",30.6,0
1,0.657102375853796,0,0,0,1,0,300,"tm4",2014-11-18 23:54:00,2014-11-19 00:00:00,"Foraging",30.6,0
2,0.668782780442339,0,0,0,1,0,300,"tm4",2014-11-18 23:59:00,2014-11-19 00:00:00,"Foraging",30.6,0
2,0.721016865675185,0,0.5,0,0.5,0,300,"tm4",2014-11-19 00:04:00,2014-11-19 00:00:00,"Foraging",30.6,0
2,0.750899087300288,0,0.5,0,0.5,0,300,"tm4",2014-11-19 00:09:00,2014-11-19 00:00:00,"Foraging",30.6,0
1,0.740227628281088,0,0,0,1,0,300,"tm4",2014-11-19 00:14:00,2014-11-19 00:00:00,"Foraging",30.6,0
3,0.791344970652827,0,0.666666666666667,0,0.333333333333333,0,300,"tm4",2014-11-19 00:19:00,2014-11-19 00:00:00,"Foraging",30.6,0
3,0.791344970652827,0,0.666666666666667,0,0.333333333333333,0,360,"tm4",2014-11-19 00:25:00,2014-11-19 00:00:00,"Foraging",30.6,0
2,0.778164127492763,0,0.5,0,0.5,0,180,"tm4",2014-11-19 00:28:00,2014-11-19 00:00:00,"Foraging",30.6,0
3,0.772632933768338,0,0.666666666666667,0,0.333333333333333,0,300,"tm4",2014-11-19 00:33:00,2014-11-19 01:00:00,"Foraging",30.4,0
2,0.794015182373503,0,1,0,0,0,240,"tm4",2014-11-19 00:37:00,2014-11-19 01:00:00,"Foraging",30.4,0
2,0.821280222565977,0,1,0,0,0,420,"tm4",2014-11-19 00:44:00,2014-11-19 01:00:00,"Foraging",30.4,0
2,0.821280222565977,0,1,0,0,0,300,"tm4",2014-11-19 00:49:00,2014-11-19 01:00:00,"Foraging",30.4,0
1,0.826459818427517,0,1,0,0,0,300,"tm4",2014-11-19 00:54:00,2014-11-19 01:00:00,"Foraging",30.4,0
2,0.794015182373503,0,1,0,0,0,300,"tm4",2014-11-19 00:59:00,2014-11-19 01:00:00,"Foraging",30.4,0
5,0.768344541920555,0,0.6,0,0.4,0,240,"tm4",2014-11-19 01:03:00,2014-11-19 01:00:00,"Transit",30.4,0
2,0.763964867189719,0,0,0,1,0,1620,"tm4",2014-11-19 01:30:00,2014-11-19 02:00:00,"Transit",29.7,0
5,0.678300690961174,0,0,0,1,0,300,"tm4",2014-11-19 01:35:00,2014-11-19 02:00:00,"Transit",29.7,0
2,0.697353229500268,0,0,0,1,0,720,"tm4",2014-11-19 01:47:00,2014-11-19 02:00:00,"Foraging",29.7,0
2,0.723844078889138,0,0,0,1,0,300,"tm4",2014-11-19 01:52:00,2014-11-19 02:00:00,"Foraging",29.7,0
1,0.7099277508505,0,0,0,1,0,360,"tm4",2014-11-19 01:58:00,2014-11-19 02:00:00,"Foraging",29.7,0
2,0.75350516660886,0,0,0,1,0,780,"tm4",2014-11-19 02:11:00,2014-11-19 02:00:00,"Foraging",29.7,0
1,0.797082582367219,0,0,0,1,0,300,"tm4",2014-11-19 02:16:00,2014-11-19 02:00:00,"Foraging",29.7,0
2,0.762920822561412,0,0,0,1,0,360,"tm4",2014-11-19 02:22:00,2014-11-19 02:00:00,"Foraging",29.7,0
2,0.685854756960947,0,0,0,1,0,180,"tm4",2014-11-19 02:25:00,2014-11-19 02:00:00,"Foraging",29.7,0
1,0.642950451166289,0,0,0,1,0,300,"tm4",2014-11-19 02:30:00,2014-11-19 03:00:00,"Foraging",29.1,0
1,0.642950451166289,0,0,0,1,0,300,"tm4",2014-11-19 02:35:00,2014-11-19 03:00:00,"Foraging",29.1,0
2,0.676439101008395,0,0,0,1,0,300,"tm4",2014-11-19 02:40:00,2014-11-19 03:00:00,"Foraging",29.1,0
2,0.669655515532335,0,0,0,1,0,300,"tm4",2014-11-19 02:45:00,2014-11-19 03:00:00,"Foraging",29.1,0
2,0.643164666143464,0,0,0,1,0,360,"tm4",2014-11-19 02:51:00,2014-11-19 03:00:00,"Foraging",29.1,0
3,0.655268094182883,0,0,0,1,0,180,"tm4",2014-11-19 02:54:00,2014-11-19 03:00:00,"Foraging",29.1,0
2,0.659902519479808,0,0,0,1,0,300,"tm4",2014-11-19 02:59:00,2014-11-19 03:00:00,"Foraging",29.1,0
2,0.668782780442339,0,0,0,1,0,300,"tm4",2014-11-19 03:04:00,2014-11-19 03:00:00,"Foraging",29.1,0
3,0.692485008959771,0,0,0,1,0,300,"tm4",2014-11-19 03:09:00,2014-11-19 03:00:00,"Foraging",29.1,0
2,0.740337751799967,0,0.5,0,0.5,0,300,"tm4",2014-11-19 03:14:00,2014-11-19 03:00:00,"Foraging",29.1,0
3,0.79730431875003,0,1,0,0,0,300,"tm4",2014-11-19 03:19:00,2014-11-19 03:00:00,"Foraging",29.1,0
1,0.839690527346242,0,1,0,0,0,1440,"tm4",2014-11-19 03:43:00,2014-11-19 04:00:00,"Burrow",28.8,0
1,0.839690527346242,0,1,0,0,0,360,"tm4",2014-11-19 03:49:00,2014-11-19 04:00:00,"Burrow",28.8,0
1,0.839690527346242,0,1,0,0,0,2760,"tm4",2014-11-19 04:35:00,2014-11-19 05:00:00,"Burrow",28.2,0
1,0.839690527346242,0,1,0,0,0,1320,"tm4",2014-11-19 04:57:00,2014-11-19 05:00:00,"Burrow",28.2,0
11,0.707711848501392,0,0.272727272727273,0,0.727272727272727,0,40140,"tm4",2014-11-19 16:06:00,2014-11-19 16:00:00,"Transit",25.1,0
2,0.651538671985519,0,0,0,1,0,3180,"tm4",2014-11-19 16:59:00,2014-11-19 17:00:00,"Transit",24.8,0
2,0.660694487667819,0,0,0,1,0,300,"tm4",2014-11-19 17:04:00,2014-11-19 17:00:00,"Foraging",24.8,0
2,0.670615674594607,0,0,0,1,0,300,"tm4",2014-11-19 17:09:00,2014-11-19 17:00:00,"Foraging",24.8,0
2,0.672894729480522,0,0,0,1,0,360,"tm4",2014-11-19 17:15:00,2014-11-19 17:00:00,"Foraging",24.8,0
2,0.675218364554747,0,0,0,1,0,180,"tm4",2014-11-19 17:18:00,2014-11-19 17:00:00,"Foraging",24.8,0
1,0.677000268813839,0,0,0,1,0,300,"tm4",2014-11-19 17:23:00,2014-11-19 17:00:00,"Foraging",24.8,0
4,0.667932749150096,0,0,0,1,0,360,"tm4",2014-11-19 17:29:00,2014-11-19 17:00:00,"Transit",24.8,0
4,0.632749269618781,0,0,0,1,0,180,"tm4",2014-11-19 17:32:00,2014-11-19 18:00:00,"Transit",24.9,3.2
3,0.696408982171691,0,0,0,1,0,300,"tm4",2014-11-19 17:37:00,2014-11-19 18:00:00,"Transit",24.9,3.2
3,0.74949280224034,0,0.333333333333333,0,0.666666666666667,0,300,"tm4",2014-11-19 17:42:00,2014-11-19 18:00:00,"Transit",24.9,3.2
2,0.717296887440288,0,0,0,1,0,360,"tm4",2014-11-19 17:48:00,2014-11-19 18:00:00,"Transit",24.9,3.2
1,0.705778032198953,0,0,0,1,0,180,"tm4",2014-11-19 17:51:00,2014-11-19 18:00:00,"Foraging",24.9,3.2
1,0.705778032198953,0,0,0,1,0,300,"tm4",2014-11-19 17:56:00,2014-11-19 18:00:00,"Foraging",24.9,3.2
3,0.669994809304443,0,0,0,1,0,300,"tm4",2014-11-19 18:01:00,2014-11-19 18:00:00,"Transit",24.9,3.2
4,0.672249006166454,0,0,0,1,0,360,"tm4",2014-11-19 18:07:00,2014-11-19 18:00:00,"Transit",24.9,3.2
7,0.68616488891021,0,0,0,1,0,180,"tm4",2014-11-19 18:10:00,2014-11-19 18:00:00,"Transit",24.9,3.2
3,0.713669037508716,0,0,0,1,0,300,"tm4",2014-11-19 18:15:00,2014-11-19 18:00:00,"Transit",24.9,3.2
3,0.712880736389192,0,0,0,1,0,300,"tm4",2014-11-19 18:20:00,2014-11-19 18:00:00,"Foraging",24.9,3.2
3,0.726096905823335,0,0,0,1,0,360,"tm4",2014-11-19 18:26:00,2014-11-19 18:00:00,"Foraging",24.9,3.2
1,0.735939164571258,0,0,0,1,0,180,"tm4",2014-11-19 18:29:00,2014-11-19 18:00:00,"Foraging",24.9,3.2
2,0.695713170120591,0,0,0,1,0,300,"tm4",2014-11-19 18:34:00,2014-11-19 19:00:00,"Foraging",24.7,13.8
3,0.679397537880966,0,0,0,1,0,300,"tm4",2014-11-19 18:39:00,2014-11-19 19:00:00,"Transit",24.7,13.8
2,0.732091567329663,0,0,0,1,0,300,"tm4",2014-11-19 18:44:00,2014-11-19 19:00:00,"Transit",24.7,13.8
2,0.733111587546778,0,0,0,1,0,360,"tm4",2014-11-19 18:50:00,2014-11-19 19:00:00,"Transit",24.7,13.8
4,0.69982617941198,0,0,0,1,0,180,"tm4",2014-11-19 18:53:00,2014-11-19 19:00:00,"Transit",24.7,13.8
5,0.674143144504756,0,0,0,1,0,300,"tm4",2014-11-19 18:58:00,2014-11-19 19:00:00,"Transit",24.7,13.8
3,0.641983268074677,0,0,0,1,0,300,"tm4",2014-11-19 19:03:00,2014-11-19 19:00:00,"Transit",24.7,13.8
1,0.638922088076143,0,0,0,1,0,300,"tm4",2014-11-19 19:08:00,2014-11-19 19:00:00,"Burrow",24.7,13.8
1,0.638922088076143,0,0,0,1,0,300,"tm4",2014-11-19 19:13:00,2014-11-19 19:00:00,"Burrow",24.7,13.8
1,0.638922088076143,0,0,0,1,0,300,"tm4",2014-11-19 19:18:00,2014-11-19 19:00:00,"Burrow",24.7,13.8
1,0.638922088076143,0,0,0,1,0,300,"tm4",2014-11-19 19:23:00,2014-11-19 19:00:00,"Burrow",24.7,13.8
1,0.638922088076143,0,0,0,1,0,300,"tm4",2014-11-19 19:28:00,2014-11-19 19:00:00,"Burrow",24.7,13.8
1,0.638922088076143,0,0,0,1,0,300,"tm4",2014-11-19 19:33:00,2014-11-19 20:00:00,"Burrow",26.1,0
1,0.638922088076143,0,0,0,1,0,300,"tm4",2014-11-19 19:38:00,2014-11-19 20:00:00,"Burrow",26.1,0
1,0.638922088076143,0,0,0,1,0,72600,"tm4",2014-11-20 15:48:00,2014-11-20 16:00:00,"Burrow",22.9,12
2,0.652103197857189,0,0,0,1,0,300,"tm4",2014-11-20 15:53:00,2014-11-20 16:00:00,"Transit",22.9,12
2,0.658717002787881,0,0,0,1,0,300,"tm4",2014-11-20 15:58:00,2014-11-20 16:00:00,"Foraging",22.9,12
2,0.660272741621125,0,0,0,1,0,300,"tm4",2014-11-20 16:03:00,2014-11-20 16:00:00,"Foraging",22.9,12
2,0.667821945888768,0,0,0,1,0,360,"tm4",2014-11-20 16:09:00,2014-11-20 16:00:00,"Foraging",22.9,12
2,0.672108329887205,0,0,0,1,0,180,"tm4",2014-11-20 16:12:00,2014-11-20 16:00:00,"Foraging",22.9,12
2,0.672194793682994,0,0,0,1,0,300,"tm4",2014-11-20 16:17:00,2014-11-20 16:00:00,"Foraging",22.9,12
2,0.670345919094138,0,0,0,1,0,300,"tm4",2014-11-20 16:22:00,2014-11-20 16:00:00,"Foraging",22.9,12
4,0.67879716819173,0,0,0,1,0,300,"tm4",2014-11-20 16:27:00,2014-11-20 16:00:00,"Transit",22.9,12
1,0.676522845699165,0,0,0,1,0,1440,"tm4",2014-11-20 16:51:00,2014-11-20 17:00:00,"Foraging",22.9,34.4
1,0.676522845699165,0,0,0,1,0,360,"tm4",2014-11-20 16:57:00,2014-11-20 17:00:00,"Burrow",22.9,34.4
1,0.676522845699165,0,0,0,1,0,180,"tm4",2014-11-20 17:00:00,2014-11-20 17:00:00,"Burrow",22.9,34.4
1,0.676522845699165,0,0,0,1,0,300,"tm4",2014-11-20 17:05:00,2014-11-20 17:00:00,"Burrow",22.9,34.4
1,0.676522845699165,0,0,0,1,0,300,"tm4",2014-11-20 17:10:00,2014-11-20 17:00:00,"Burrow",22.9,34.4
1,0.676522845699165,0,0,0,1,0,300,"tm4",2014-11-20 17:15:00,2014-11-20 17:00:00,"Burrow",22.9,34.4
1,0.676522845699165,0,0,0,1,0,360,"tm4",2014-11-20 17:21:00,2014-11-20 17:00:00,"Burrow",22.9,34.4
1,0.676522845699165,0,0,0,1,0,180,"tm4",2014-11-20 17:24:00,2014-11-20 17:00:00,"Burrow",22.9,34.4
1,0.676522845699165,0,0,0,1,0,300,"tm4",2014-11-20 17:29:00,2014-11-20 17:00:00,"Burrow",22.9,34.4
1,0.676522845699165,0,0,0,1,0,300,"tm4",2014-11-20 17:34:00,2014-11-20 18:00:00,"Burrow",23.8,5.8
1,0.676522845699165,0,0,0,1,0,300,"tm4",2014-11-20 17:39:00,2014-11-20 18:00:00,"Burrow",23.8,5.8
1,0.676522845699165,0,0,0,1,0,360,"tm4",2014-11-20 17:45:00,2014-11-20 18:00:00,"Burrow",23.8,5.8
1,0.676522845699165,0,0,0,1,0,180,"tm4",2014-11-20 17:48:00,2014-11-20 18:00:00,"Burrow",23.8,5.8
1,0.676522845699165,0,0,0,1,0,300,"tm4",2014-11-20 17:53:00,2014-11-20 18:00:00,"Burrow",23.8,5.8
1,0.676522845699165,0,0,0,1,0,300,"tm4",2014-11-20 17:58:00,2014-11-20 18:00:00,"Burrow",23.8,5.8
1,0.676522845699165,0,0,0,1,0,240,"tm4",2014-11-20 18:02:00,2014-11-20 18:00:00,"Burrow",23.8,5.8
3,0.67097823268768,0,0,0,1,0,420,"tm4",2014-11-20 18:09:00,2014-11-20 18:00:00,"Foraging",23.8,5.8
2,0.658580509013581,0,0,0,1,0,1500,"tm4",2014-11-20 18:34:00,2014-11-20 19:00:00,"Foraging",24,0
2,0.673972666106748,0,0,0,1,0,1020,"tm4",2014-11-20 18:51:00,2014-11-20 19:00:00,"Foraging",24,0
3,0.696033900953168,0,0,0,1,0,300,"tm4",2014-11-20 18:56:00,2014-11-20 19:00:00,"Foraging",24,0
1,0.695683079331852,0,0,0,1,0,300,"tm4",2014-11-20 19:01:00,2014-11-20 19:00:00,"Foraging",24,0
1,0.695683079331852,0,0,0,1,0,300,"tm4",2014-11-20 19:06:00,2014-11-20 19:00:00,"Foraging",24,0
2,0.700730555765403,0,0,0,1,0,360,"tm4",2014-11-20 19:12:00,2014-11-20 19:00:00,"Foraging",24,0
1,0.705778032198953,0,0,0,1,0,180,"tm4",2014-11-20 19:15:00,2014-11-20 19:00:00,"Foraging",24,0
3,0.718288904258222,0,0,0,1,0,300,"tm4",2014-11-20 19:20:00,2014-11-20 19:00:00,"Foraging",24,0
3,0.668944705712025,0,0,0,1,0,300,"tm4",2014-11-20 19:25:00,2014-11-20 19:00:00,"Foraging",24,0
1,0.649222111383698,0,0,0,1,0,300,"tm4",2014-11-20 19:30:00,2014-11-20 20:00:00,"Foraging",24.5,0
