"n","ndvi","X1","X3","X4","X5","X7","dt","id","date","date.round","state","t.ar","rain"
1,0.850682014638631,0,1,0,0,0,NA,"tm10",2015-01-25 15:20:00,2015-01-25 15:00:00,"Foraging",30.3,0
2,0.853189947558845,0,1,0,0,0,300,"tm10",2015-01-25 15:25:00,2015-01-25 15:00:00,"Foraging",30.3,0
2,0.855817612140663,0,1,0,0,0,360,"tm10",2015-01-25 15:31:00,2015-01-25 16:00:00,"Foraging",29.5,0
6,0.846101694059464,0,1,0,0,0,180,"tm10",2015-01-25 15:34:00,2015-01-25 16:00:00,"Transit",29.5,0
3,0.836349536889859,0,1,0,0,0,4920,"tm10",2015-01-25 16:56:00,2015-01-25 17:00:00,"Transit",23.3,7
2,0.841338312533422,0,1,0,0,0,1920,"tm10",2015-01-25 17:28:00,2015-01-25 17:00:00,"Foraging",23.3,7
3,0.841874645694007,0,1,0,0,0,300,"tm10",2015-01-25 17:33:00,2015-01-25 18:00:00,"Foraging",23.5,0
2,0.839869894967729,0,1,0,0,0,300,"tm10",2015-01-25 17:38:00,2015-01-25 18:00:00,"Foraging",23.5,0
3,0.838692310698317,0,1,0,0,0,360,"tm10",2015-01-25 17:44:00,2015-01-25 18:00:00,"Foraging",23.5,0
3,0.820500622532499,0,1,0,0,0,180,"tm10",2015-01-25 17:47:00,2015-01-25 18:00:00,"Foraging",23.5,0
2,0.747787803430705,0,1,0,0,0,300,"tm10",2015-01-25 17:52:00,2015-01-25 18:00:00,"Foraging",23.5,0
1,0.706141019779191,0,1,0,0,0,300,"tm10",2015-01-25 17:57:00,2015-01-25 18:00:00,"Foraging",23.5,0
2,0.747787803430705,0,1,0,0,0,300,"tm10",2015-01-25 18:02:00,2015-01-25 18:00:00,"Foraging",23.5,0
1,0.789434587082219,0,1,0,0,0,300,"tm10",2015-01-25 18:07:00,2015-01-25 18:00:00,"Burrow",23.5,0
1,0.789434587082219,0,1,0,0,0,300,"tm10",2015-01-25 18:12:00,2015-01-25 18:00:00,"Burrow",23.5,0
1,0.789434587082219,0,1,0,0,0,300,"tm10",2015-01-25 18:17:00,2015-01-25 18:00:00,"Burrow",23.5,0
1,0.789434587082219,0,1,0,0,0,300,"tm10",2015-01-25 18:22:00,2015-01-25 18:00:00,"Burrow",23.5,0
1,0.789434587082219,0,1,0,0,0,360,"tm10",2015-01-25 18:28:00,2015-01-25 18:00:00,"Burrow",23.5,0
1,0.789434587082219,0,1,0,0,0,180,"tm10",2015-01-25 18:31:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
1,0.789434587082219,0,1,0,0,0,300,"tm10",2015-01-25 18:36:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
1,0.789434587082219,0,1,0,0,0,300,"tm10",2015-01-25 18:41:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
1,0.789434587082219,0,1,0,0,0,300,"tm10",2015-01-25 18:46:00,2015-01-25 19:00:00,"Burrow",24.8,0.2
2,0.747787803430705,0,1,0,0,0,360,"tm10",2015-01-25 18:52:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
1,0.706141019779191,0,1,0,0,0,180,"tm10",2015-01-25 18:55:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
2,0.747787803430705,0,1,0,0,0,300,"tm10",2015-01-25 19:00:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
3,0.816073850688465,0,1,0,0,0,300,"tm10",2015-01-25 19:05:00,2015-01-25 19:00:00,"Transit",24.8,0.2
6,0.826803855691676,0,1,0,0,0,300,"tm10",2015-01-25 19:10:00,2015-01-25 19:00:00,"Transit",24.8,0.2
3,0.842621713947777,0,1,0,0,0,840,"tm10",2015-01-25 19:24:00,2015-01-25 19:00:00,"Transit",24.8,0.2
1,0.837384214962181,0,1,0,0,0,300,"tm10",2015-01-25 19:29:00,2015-01-25 19:00:00,"Foraging",24.8,0.2
1,0.837384214962181,0,1,0,0,0,300,"tm10",2015-01-25 19:34:00,2015-01-25 20:00:00,"Foraging",24.2,0
1,0.837384214962181,0,1,0,0,0,300,"tm10",2015-01-25 19:39:00,2015-01-25 20:00:00,"Foraging",24.2,0
4,0.837675397907637,0,1,0,0,0,300,"tm10",2015-01-25 19:44:00,2015-01-25 20:00:00,"Foraging",24.2,0
4,0.837675397907637,0,1,0,0,0,360,"tm10",2015-01-25 19:50:00,2015-01-25 20:00:00,"Foraging",24.2,0
3,0.835671963052333,0,1,0,0,0,180,"tm10",2015-01-25 19:53:00,2015-01-25 20:00:00,"Foraging",24.2,0
1,0.845003075725948,0,1,0,0,0,300,"tm10",2015-01-25 19:58:00,2015-01-25 20:00:00,"Transit",24.2,0
3,0.841357563164136,0,1,0,0,0,300,"tm10",2015-01-25 20:03:00,2015-01-25 20:00:00,"Transit",24.2,0
3,0.811962244695169,0,1,0,0,0,240,"tm10",2015-01-25 20:07:00,2015-01-25 20:00:00,"Transit",24.2,0
3,0.768944656406629,0,1,0,0,0,360,"tm10",2015-01-25 20:13:00,2015-01-25 20:00:00,"Transit",24.2,0
8,0.722280562595535,0.25,0.25,0,0,0.5,2100,"tm10",2015-01-25 20:48:00,2015-01-25 21:00:00,"Transit",24.7,0
1,0.716751440058408,0,0,0,0,1,300,"tm10",2015-01-25 20:53:00,2015-01-25 21:00:00,"Burrow",24.7,0
1,0.716751440058408,0,0,0,0,1,2520,"tm10",2015-01-25 21:35:00,2015-01-25 22:00:00,"Burrow",24.3,0
1,0.716751440058408,0,0,0,0,1,300,"tm10",2015-01-25 21:40:00,2015-01-25 22:00:00,"Burrow",24.3,0
1,0.716751440058408,0,0,0,0,1,2040,"tm10",2015-01-25 22:14:00,2015-01-25 22:00:00,"Burrow",24.3,0
1,0.716751440058408,0,0,0,0,1,360,"tm10",2015-01-25 22:20:00,2015-01-25 22:00:00,"Burrow",24.3,0
1,0.716751440058408,0,0,0,0,1,120,"tm10",2015-01-25 22:22:00,2015-01-25 22:00:00,"Burrow",24.3,0
1,0.716751440058408,0,0,0,0,1,900,"tm10",2015-01-25 22:37:00,2015-01-25 23:00:00,"Burrow",24,0
1,0.716751440058408,0,0,0,0,1,300,"tm10",2015-01-25 22:42:00,2015-01-25 23:00:00,"Burrow",24,0
1,0.716751440058408,0,0,0,0,1,20940,"tm10",2015-01-26 04:31:00,2015-01-26 05:00:00,"Burrow",23.3,0
1,0.716751440058408,0,0,0,0,1,420,"tm10",2015-01-26 04:38:00,2015-01-26 05:00:00,"Burrow",23.3,0
1,0.716751440058408,0,0,0,0,1,48420,"tm10",2015-01-26 18:05:00,2015-01-26 18:00:00,"Burrow",29.3,0
6,0.708925667876877,0,0.5,0,0,0.5,4260,"tm10",2015-01-26 19:16:00,2015-01-26 19:00:00,"Transit",27.7,0
3,0.753592318759513,0,1,0,0,0,300,"tm10",2015-01-26 19:21:00,2015-01-26 19:00:00,"Foraging",27.7,0
2,0.751119969735188,0,1,0,0,0,4500,"tm10",2015-01-26 20:36:00,2015-01-26 21:00:00,"Foraging",27.2,0
1,0.694134037669186,0,1,0,0,0,1740,"tm10",2015-01-26 21:05:00,2015-01-26 21:00:00,"Foraging",27.2,0
1,0.694134037669186,0,1,0,0,0,360,"tm10",2015-01-26 21:11:00,2015-01-26 21:00:00,"Foraging",27.2,0
2,0.751119969735188,0,1,0,0,0,180,"tm10",2015-01-26 21:14:00,2015-01-26 21:00:00,"Foraging",27.2,0
2,0.751119969735188,0,1,0,0,0,300,"tm10",2015-01-26 21:19:00,2015-01-26 21:00:00,"Foraging",27.2,0
4,0.79384466934822,0,1,0,0,0,300,"tm10",2015-01-26 21:24:00,2015-01-26 21:00:00,"Foraging",27.2,0
3,0.827081546574565,0,1,0,0,0,300,"tm10",2015-01-26 21:29:00,2015-01-26 21:00:00,"Foraging",27.2,0
1,0.808105901801189,0,1,0,0,0,360,"tm10",2015-01-26 21:35:00,2015-01-26 22:00:00,"Foraging",26.8,0
2,0.81636725013503,0,1,0,0,0,180,"tm10",2015-01-26 21:38:00,2015-01-26 22:00:00,"Foraging",26.8,0
1,0.82462859846887,0,1,0,0,0,300,"tm10",2015-01-26 21:43:00,2015-01-26 22:00:00,"Foraging",26.8,0
1,0.82462859846887,0,1,0,0,0,300,"tm10",2015-01-26 21:48:00,2015-01-26 22:00:00,"Foraging",26.8,0
2,0.834815837097409,0,1,0,0,0,300,"tm10",2015-01-26 21:53:00,2015-01-26 22:00:00,"Foraging",26.8,0
2,0.834815837097409,0,1,0,0,0,840,"tm10",2015-01-26 22:07:00,2015-01-26 22:00:00,"Foraging",26.8,0
3,0.83701619419066,0,1,0,0,0,300,"tm10",2015-01-26 22:12:00,2015-01-26 22:00:00,"Foraging",26.8,0
3,0.824717136215741,0,1,0,0,0,300,"tm10",2015-01-26 22:17:00,2015-01-26 22:00:00,"Foraging",26.8,0
3,0.775622845979749,0,1,0,0,0,300,"tm10",2015-01-26 22:22:00,2015-01-26 22:00:00,"Foraging",26.8,0
1,0.694134037669186,0,1,0,0,0,240,"tm10",2015-01-26 22:26:00,2015-01-26 22:00:00,"Foraging",26.8,0
2,0.751119969735188,0,1,0,0,0,360,"tm10",2015-01-26 22:32:00,2015-01-26 23:00:00,"Foraging",25.9,0
2,0.751119969735188,0,1,0,0,0,1320,"tm10",2015-01-26 22:54:00,2015-01-26 23:00:00,"Foraging",25.9,0
1,0.694134037669186,0,1,0,0,0,360,"tm10",2015-01-26 23:00:00,2015-01-26 23:00:00,"Foraging",25.9,0
2,0.751119969735188,0,1,0,0,0,180,"tm10",2015-01-26 23:03:00,2015-01-26 23:00:00,"Foraging",25.9,0
1,0.808105901801189,0,1,0,0,0,300,"tm10",2015-01-26 23:08:00,2015-01-26 23:00:00,"Foraging",25.9,0
1,0.808105901801189,0,1,0,0,0,300,"tm10",2015-01-26 23:13:00,2015-01-26 23:00:00,"Foraging",25.9,0
2,0.81636725013503,0,1,0,0,0,360,"tm10",2015-01-26 23:19:00,2015-01-26 23:00:00,"Foraging",25.9,0
2,0.834815837097409,0,1,0,0,0,180,"tm10",2015-01-26 23:22:00,2015-01-26 23:00:00,"Foraging",25.9,0
2,0.834815837097409,0,1,0,0,0,300,"tm10",2015-01-26 23:27:00,2015-01-26 23:00:00,"Foraging",25.9,0
1,0.82462859846887,0,1,0,0,0,300,"tm10",2015-01-26 23:32:00,2015-01-27 00:00:00,"Foraging",25.6,0
3,0.794207952640511,0,1,0,0,0,360,"tm10",2015-01-26 23:38:00,2015-01-27 00:00:00,"Foraging",25.6,0
1,0.7994582426445,0,1,0,0,0,180,"tm10",2015-01-26 23:41:00,2015-01-27 00:00:00,"Foraging",25.6,0
2,0.813904895512342,0,1,0,0,0,300,"tm10",2015-01-26 23:46:00,2015-01-27 00:00:00,"Foraging",25.6,0
2,0.833222726440132,0,1,0,0,0,300,"tm10",2015-01-26 23:51:00,2015-01-27 00:00:00,"Foraging",25.6,0
1,0.838093904500079,0,1,0,0,0,360,"tm10",2015-01-26 23:57:00,2015-01-27 00:00:00,"Burrow",25.6,0
1,0.838093904500079,0,1,0,0,0,180,"tm10",2015-01-27 00:00:00,2015-01-27 00:00:00,"Burrow",25.6,0
1,0.838093904500079,0,1,0,0,0,300,"tm10",2015-01-27 00:05:00,2015-01-27 00:00:00,"Burrow",25.6,0
1,0.838093904500079,0,1,0,0,0,300,"tm10",2015-01-27 00:10:00,2015-01-27 00:00:00,"Burrow",25.6,0
1,0.838093904500079,0,1,0,0,0,61260,"tm10",2015-01-27 17:11:00,2015-01-27 17:00:00,"Burrow",33.5,0
1,0.838093904500079,0,1,0,0,0,300,"tm10",2015-01-27 17:16:00,2015-01-27 17:00:00,"Burrow",33.5,0
1,0.838093904500079,0,1,0,0,0,300,"tm10",2015-01-27 17:21:00,2015-01-27 17:00:00,"Burrow",33.5,0
5,0.841924037827772,0,1,0,0,0,360,"tm10",2015-01-27 17:27:00,2015-01-27 17:00:00,"Foraging",33.5,0
2,0.837704552145957,0,1,0,0,0,180,"tm10",2015-01-27 17:30:00,2015-01-27 18:00:00,"Foraging",31.4,0
2,0.837704552145957,0,1,0,0,0,300,"tm10",2015-01-27 17:35:00,2015-01-27 18:00:00,"Foraging",31.4,0
2,0.837704552145957,0,1,0,0,0,300,"tm10",2015-01-27 17:40:00,2015-01-27 18:00:00,"Foraging",31.4,0
2,0.832874032406139,0,1,0,0,0,240,"tm10",2015-01-27 17:44:00,2015-01-27 18:00:00,"Foraging",31.4,0
1,0.828338700615937,0,1,0,0,0,420,"tm10",2015-01-27 17:51:00,2015-01-27 18:00:00,"Foraging",31.4,0
2,0.832874032406139,0,1,0,0,0,300,"tm10",2015-01-27 17:56:00,2015-01-27 18:00:00,"Foraging",31.4,0
2,0.832874032406139,0,1,0,0,0,300,"tm10",2015-01-27 18:01:00,2015-01-27 18:00:00,"Foraging",31.4,0
1,0.828338700615937,0,1,0,0,0,300,"tm10",2015-01-27 18:06:00,2015-01-27 18:00:00,"Foraging",31.4,0
3,0.815587062077259,0,1,0,0,0,300,"tm10",2015-01-27 18:11:00,2015-01-27 18:00:00,"Foraging",31.4,0
2,0.80921124280792,0,1,0,0,0,300,"tm10",2015-01-27 18:16:00,2015-01-27 18:00:00,"Foraging",31.4,0
2,0.80921124280792,0,1,0,0,0,300,"tm10",2015-01-27 18:21:00,2015-01-27 18:00:00,"Foraging",31.4,0
1,0.822676756386042,0,1,0,0,0,300,"tm10",2015-01-27 18:26:00,2015-01-27 18:00:00,"Foraging",31.4,0
3,0.772143762628382,0,1,0,0,0,300,"tm10",2015-01-27 18:31:00,2015-01-27 19:00:00,"Foraging",31.5,0
2,0.663796284873278,0,1,0,0,0,300,"tm10",2015-01-27 18:36:00,2015-01-27 19:00:00,"Foraging",31.5,0
2,0.663796284873278,0,1,0,0,0,300,"tm10",2015-01-27 18:41:00,2015-01-27 19:00:00,"Foraging",31.5,0
2,0.663796284873278,0,1,0,0,0,300,"tm10",2015-01-27 18:46:00,2015-01-27 19:00:00,"Foraging",31.5,0
4,0.637621282210298,0.5,0.25,0,0,0.25,300,"tm10",2015-01-27 18:51:00,2015-01-27 19:00:00,"Transit",31.5,0
4,0.759932546020659,1,0,0,0,0,300,"tm10",2015-01-27 18:56:00,2015-01-27 19:00:00,"Transit",31.5,0
3,0.807829981671287,1,0,0,0,0,300,"tm10",2015-01-27 19:01:00,2015-01-27 19:00:00,"Transit",31.5,0
2,0.802382288283021,1,0,0,0,0,300,"tm10",2015-01-27 19:06:00,2015-01-27 19:00:00,"Transit",31.5,0
4,0.780377103221233,1,0,0,0,0,300,"tm10",2015-01-27 19:11:00,2015-01-27 19:00:00,"Transit",31.5,0
4,0.744191208101788,1,0,0,0,0,240,"tm10",2015-01-27 19:15:00,2015-01-27 19:00:00,"Transit",31.5,0
3,0.698413144025896,1,0,0,0,0,420,"tm10",2015-01-27 19:22:00,2015-01-27 19:00:00,"Foraging",31.5,0
3,0.684272335518696,1,0,0,0,0,360,"tm10",2015-01-27 19:28:00,2015-01-27 19:00:00,"Foraging",31.5,0
2,0.685077995830069,1,0,0,0,0,180,"tm10",2015-01-27 19:31:00,2015-01-27 20:00:00,"Foraging",31.5,0
1,0.667175706520241,1,0,0,0,0,300,"tm10",2015-01-27 19:36:00,2015-01-27 20:00:00,"Foraging",31.5,0
1,0.667175706520241,1,0,0,0,0,300,"tm10",2015-01-27 19:41:00,2015-01-27 20:00:00,"Foraging",31.5,0
1,0.667175706520241,1,0,0,0,0,300,"tm10",2015-01-27 19:46:00,2015-01-27 20:00:00,"Foraging",31.5,0
1,0.667175706520241,1,0,0,0,0,300,"tm10",2015-01-27 19:51:00,2015-01-27 20:00:00,"Foraging",31.5,0
1,0.667175706520241,1,0,0,0,0,300,"tm10",2015-01-27 19:56:00,2015-01-27 20:00:00,"Foraging",31.5,0
4,0.670681823906724,1,0,0,0,0,300,"tm10",2015-01-27 20:01:00,2015-01-27 20:00:00,"Foraging",31.5,0
3,0.703157762586103,1,0,0,0,0,1560,"tm10",2015-01-27 20:27:00,2015-01-27 20:00:00,"Foraging",31.5,0
1,0.673781684188634,1,0,0,0,0,360,"tm10",2015-01-27 20:33:00,2015-01-27 21:00:00,"Foraging",32,0
1,0.673781684188634,1,0,0,0,0,180,"tm10",2015-01-27 20:36:00,2015-01-27 21:00:00,"Foraging",32,0
2,0.678241981943535,1,0,0,0,0,300,"tm10",2015-01-27 20:41:00,2015-01-27 21:00:00,"Foraging",32,0
2,0.678241981943535,1,0,0,0,0,300,"tm10",2015-01-27 20:46:00,2015-01-27 21:00:00,"Foraging",32,0
3,0.653306827747229,1,0,0,0,0,300,"tm10",2015-01-27 20:51:00,2015-01-27 21:00:00,"Foraging",32,0
2,0.588794592677338,1,0,0,0,0,360,"tm10",2015-01-27 20:57:00,2015-01-27 21:00:00,"Foraging",32,0
1,0.57415266600006,1,0,0,0,0,180,"tm10",2015-01-27 21:00:00,2015-01-27 21:00:00,"Foraging",32,0
2,0.588794592677338,1,0,0,0,0,300,"tm10",2015-01-27 21:05:00,2015-01-27 21:00:00,"Foraging",32,0
2,0.588794592677338,1,0,0,0,0,900,"tm10",2015-01-27 21:20:00,2015-01-27 21:00:00,"Foraging",32,0
2,0.629675945778782,1,0,0,0,0,360,"tm10",2015-01-27 21:26:00,2015-01-27 21:00:00,"Foraging",32,0
2,0.68395075262797,1,0,0,0,0,180,"tm10",2015-01-27 21:29:00,2015-01-27 21:00:00,"Foraging",32,0
13,0.722524131097257,0.769230769230769,0,0,0,0.230769230769231,300,"tm10",2015-01-27 21:34:00,2015-01-27 22:00:00,"Transit",29.4,0
3,0.523794883845765,0.333333333333333,0.333333333333333,0,0,0.333333333333333,4620,"tm10",2015-01-27 22:51:00,2015-01-27 23:00:00,"Foraging",27.9,0
3,0.492770283637862,0.333333333333333,0.333333333333333,0,0,0.333333333333333,300,"tm10",2015-01-27 22:56:00,2015-01-27 23:00:00,"Foraging",27.9,0
2,0.567550005499224,0,0,0,0,1,300,"tm10",2015-01-27 23:01:00,2015-01-27 23:00:00,"Foraging",27.9,0
3,0.653478817742903,0,0.333333333333333,0,0,0.666666666666667,360,"tm10",2015-01-27 23:07:00,2015-01-27 23:00:00,"Foraging",27.9,0
2,0.630042699296041,0,0,0,0,1,180,"tm10",2015-01-27 23:10:00,2015-01-27 23:00:00,"Foraging",27.9,0
1,0.640392696998865,0,0,0,0,1,300,"tm10",2015-01-27 23:15:00,2015-01-27 23:00:00,"Foraging",27.9,0
1,0.640392696998865,0,0,0,0,1,300,"tm10",2015-01-27 23:20:00,2015-01-27 23:00:00,"Foraging",27.9,0
2,0.709047517772518,0,0.5,0,0,0.5,360,"tm10",2015-01-27 23:26:00,2015-01-27 23:00:00,"Foraging",27.9,0
2,0.709047517772518,0,0.5,0,0,0.5,180,"tm10",2015-01-27 23:29:00,2015-01-27 23:00:00,"Foraging",27.9,0
3,0.742066979115408,0,0.666666666666667,0,0,0.333333333333333,300,"tm10",2015-01-27 23:34:00,2015-01-28 00:00:00,"Foraging",27.5,0
1,0.808105901801189,0,1,0,0,0,300,"tm10",2015-01-27 23:39:00,2015-01-28 00:00:00,"Foraging",27.5,0
2,0.81636725013503,0,1,0,0,0,300,"tm10",2015-01-27 23:44:00,2015-01-28 00:00:00,"Foraging",27.5,0
3,0.820490352025184,0,1,0,0,0,360,"tm10",2015-01-27 23:50:00,2015-01-28 00:00:00,"Foraging",27.5,0
2,0.818421228803341,0,1,0,0,0,180,"tm10",2015-01-27 23:53:00,2015-01-28 00:00:00,"Foraging",27.5,0
2,0.841431033058691,0,1,0,0,0,300,"tm10",2015-01-27 23:58:00,2015-01-28 00:00:00,"Foraging",27.5,0
1,0.845477851155201,0,1,0,0,0,900,"tm10",2015-01-28 00:13:00,2015-01-28 00:00:00,"Burrow",27.5,0
1,0.845477851155201,0,1,0,0,0,300,"tm10",2015-01-28 00:18:00,2015-01-28 00:00:00,"Burrow",27.5,0
11,0.764159371534773,0.181818181818182,0.818181818181818,0,0,0,67260,"tm10",2015-01-28 18:59:00,2015-01-28 19:00:00,"Transit",34.2,0
4,0.677802218855823,0.5,0.5,0,0,0,1200,"tm10",2015-01-28 19:19:00,2015-01-28 19:00:00,"Transit",34.2,0
6,0.666238932214699,0.5,0.5,0,0,0,300,"tm10",2015-01-28 19:24:00,2015-01-28 19:00:00,"Transit",34.2,0
2,0.578444581282868,1,0,0,0,0,300,"tm10",2015-01-28 19:29:00,2015-01-28 19:00:00,"Transit",34.2,0
4,0.684391714697543,0.25,0.75,0,0,0,300,"tm10",2015-01-28 19:34:00,2015-01-28 20:00:00,"Transit",31.6,0
7,0.662109200181805,0.142857142857143,0.571428571428571,0,0,0.285714285714286,240,"tm10",2015-01-28 19:38:00,2015-01-28 20:00:00,"Transit",31.6,0
2,0.673585366413562,0,0.5,0,0,0.5,5640,"tm10",2015-01-28 21:12:00,2015-01-28 21:00:00,"Transit",32.1,0
4,0.747195028222272,0,1,0,0,0,300,"tm10",2015-01-28 21:17:00,2015-01-28 21:00:00,"Transit",32.1,0
2,0.709047517772518,0,0.5,0,0,0.5,1860,"tm10",2015-01-28 21:48:00,2015-01-28 22:00:00,"Foraging",30,0
1,0.640392696998865,0,0,0,0,1,300,"tm10",2015-01-28 21:53:00,2015-01-28 22:00:00,"Foraging",30,0
2,0.667263367334025,0,0.5,0,0,0.5,300,"tm10",2015-01-28 21:58:00,2015-01-28 22:00:00,"Foraging",30,0
2,0.751119969735188,0,1,0,0,0,300,"tm10",2015-01-28 22:03:00,2015-01-28 22:00:00,"Foraging",30,0
2,0.751119969735188,0,1,0,0,0,300,"tm10",2015-01-28 22:08:00,2015-01-28 22:00:00,"Foraging",30,0
1,0.694134037669186,0,1,0,0,0,360,"tm10",2015-01-28 22:14:00,2015-01-28 22:00:00,"Foraging",30,0
1,0.694134037669186,0,1,0,0,0,180,"tm10",2015-01-28 22:17:00,2015-01-28 22:00:00,"Foraging",30,0
2,0.64830581913321,0,0.5,0,0,0.5,300,"tm10",2015-01-28 22:22:00,2015-01-28 22:00:00,"Foraging",30,0
2,0.64830581913321,0,0.5,0,0,0.5,300,"tm10",2015-01-28 22:27:00,2015-01-28 22:00:00,"Foraging",30,0
1,0.694134037669186,0,1,0,0,0,300,"tm10",2015-01-28 22:32:00,2015-01-28 23:00:00,"Foraging",28.2,0
4,0.664997850792944,0.25,0.25,0,0,0.5,300,"tm10",2015-01-28 22:37:00,2015-01-28 23:00:00,"Foraging",28.2,0
2,0.699907760087628,0.5,0,0,0,0.5,300,"tm10",2015-01-28 22:42:00,2015-01-28 23:00:00,"Foraging",28.2,0
1,0.652377191850354,0,0,0,0,1,300,"tm10",2015-01-28 22:47:00,2015-01-28 23:00:00,"Foraging",28.2,0
2,0.627427396223794,0,0,0,0,1,300,"tm10",2015-01-28 22:52:00,2015-01-28 23:00:00,"Foraging",28.2,0
2,0.627427396223794,0,0,0,0,1,360,"tm10",2015-01-28 22:58:00,2015-01-28 23:00:00,"Foraging",28.2,0
3,0.65069266360719,0,0.333333333333333,0,0,0.666666666666667,180,"tm10",2015-01-28 23:01:00,2015-01-28 23:00:00,"Foraging",28.2,0
3,0.710388798890875,0.333333333333333,0.666666666666667,0,0,0,300,"tm10",2015-01-28 23:06:00,2015-01-28 23:00:00,"Foraging",28.2,0
4,0.708439679618474,0.5,0.25,0,0,0.25,300,"tm10",2015-01-28 23:11:00,2015-01-28 23:00:00,"Foraging",28.2,0
2,0.766527508042294,1,0,0,0,0,300,"tm10",2015-01-28 23:16:00,2015-01-28 23:00:00,"Transit",28.2,0
3,0.691746980812519,0.333333333333333,0.666666666666667,0,0,0,360,"tm10",2015-01-28 23:22:00,2015-01-28 23:00:00,"Transit",28.2,0
2,0.593591517414884,0,0.5,0,0,0.5,180,"tm10",2015-01-28 23:25:00,2015-01-28 23:00:00,"Transit",28.2,0
5,0.525837921727653,0,0.2,0,0,0.8,300,"tm10",2015-01-28 23:30:00,2015-01-29 00:00:00,"Transit",28,0
2,0.595198885593447,0,0,0,0,1,1440,"tm10",2015-01-28 23:54:00,2015-01-29 00:00:00,"Foraging",28,0
3,0.630693640399211,0.666666666666667,0,0,0,0.333333333333333,300,"tm10",2015-01-28 23:59:00,2015-01-29 00:00:00,"Foraging",28,0
3,0.657585880486203,0.333333333333333,0,0,0,0.666666666666667,360,"tm10",2015-01-29 00:05:00,2015-01-29 00:00:00,"Transit",28,0
2,0.721463463852047,0,0.5,0,0,0.5,1920,"tm10",2015-01-29 00:37:00,2015-01-29 01:00:00,"Transit",27.6,0
4,0.818410390178775,0,1,0,0,0,300,"tm10",2015-01-29 00:42:00,2015-01-29 01:00:00,"Transit",27.6,0
3,0.84336856219222,0,1,0,0,0,900,"tm10",2015-01-29 00:57:00,2015-01-29 01:00:00,"Transit",27.6,0
4,0.84288771107922,0,1,0,0,0,300,"tm10",2015-01-29 01:02:00,2015-01-29 01:00:00,"Transit",27.6,0
2,0.83773905973113,0,1,0,0,0,300,"tm10",2015-01-29 01:07:00,2015-01-29 01:00:00,"Transit",27.6,0
3,0.833368905977043,0,1,0,0,0,300,"tm10",2015-01-29 01:12:00,2015-01-29 01:00:00,"Transit",27.6,0
4,0.741815308734528,0,0.75,0,0,0.25,840,"tm10",2015-01-29 01:26:00,2015-01-29 01:00:00,"Transit",27.6,0
3,0.662729597885783,0,0.333333333333333,0,0,0.666666666666667,300,"tm10",2015-01-29 01:31:00,2015-01-29 02:00:00,"Transit",26.6,0
4,0.661817152419556,0,0.5,0,0,0.5,300,"tm10",2015-01-29 01:36:00,2015-01-29 02:00:00,"Transit",26.6,0
1,0.624454986513146,0,0,0,0,1,5880,"tm10",2015-01-29 03:14:00,2015-01-29 03:00:00,"Foraging",26.1,0
3,0.566157332363263,0,0.333333333333333,0,0,0.666666666666667,180,"tm10",2015-01-29 03:17:00,2015-01-29 03:00:00,"Foraging",26.1,0
3,0.578082472232683,0.333333333333333,0.333333333333333,0,0,0.333333333333333,1200,"tm10",2015-01-29 03:37:00,2015-01-29 04:00:00,"Foraging",26,0
1,0.660230406121407,1,0,0,0,0,360,"tm10",2015-01-29 03:43:00,2015-01-29 04:00:00,"Foraging",26,0
1,0.660230406121407,1,0,0,0,0,180,"tm10",2015-01-29 03:46:00,2015-01-29 04:00:00,"Foraging",26,0
1,0.660230406121407,1,0,0,0,0,300,"tm10",2015-01-29 03:51:00,2015-01-29 04:00:00,"Foraging",26,0
2,0.637881930586671,0.5,0,0,0,0.5,300,"tm10",2015-01-29 03:56:00,2015-01-29 04:00:00,"Foraging",26,0
2,0.61999422078254,0,0,0,0,1,300,"tm10",2015-01-29 04:01:00,2015-01-29 04:00:00,"Foraging",26,0
1,0.624454986513146,0,0,0,0,1,900,"tm10",2015-01-29 04:16:00,2015-01-29 04:00:00,"Foraging",26,0
2,0.573457320470685,0,0,0,0,1,1140,"tm10",2015-01-29 04:35:00,2015-01-29 05:00:00,"Foraging",25.7,0
3,0.609661504156985,0,0.333333333333333,0,0,0.666666666666667,300,"tm10",2015-01-29 04:40:00,2015-01-29 05:00:00,"Foraging",25.7,0
3,0.708332266411227,0,0.666666666666667,0,0,0.333333333333333,1140,"tm10",2015-01-29 04:59:00,2015-01-29 05:00:00,"Foraging",25.7,0
2,0.737917434337931,0,1,0,0,0,300,"tm10",2015-01-29 05:04:00,2015-01-29 05:00:00,"Foraging",25.7,0
1,0.698008802269306,0,1,0,0,0,300,"tm10",2015-01-29 05:09:00,2015-01-29 05:00:00,"Burrow",25.7,0
1,0.698008802269306,0,1,0,0,0,300,"tm10",2015-01-29 05:14:00,2015-01-29 05:00:00,"Burrow",25.7,0
1,0.698008802269306,0,1,0,0,0,300,"tm10",2015-01-29 05:19:00,2015-01-29 05:00:00,"Burrow",25.7,0
